"newdate" "Vendite_1" "Scontrini_1" "Vendite_2" "Scontrini_2" "Vendite_3" "Scontrini_3" "Vendite_4" "Scontrini_4" "Vendite_5" "Scontrini_5" "Vendite_6" "Scontrini_6" "Giorno" "day" "month" "year" "Scontrino_medio_1" "Scontrino_medio_2" "Scontrino_medio_3" "Scontrino_medio_4" "Scontrino_medio_5" "Scontrino_medio_6" "ZONA"
"271" "2020-09-27" 6782.41 711 9431.65 769 7466.97 685 3519.22 595 7054.43 766 6665.02 747 "domenica" 27 9 2020 9.53925457102672 12.2648244473342 10.9006861313869 5.91465546218487 9.20943864229765 8.9223828647925 NA
"272" "2020-09-28" 3785.67 433 6151.16 647 5551.32 619 3173.39 578 4999.88 587 5257.31 755 "lunedì" 28 9 2020 8.74288683602771 9.50720247295209 8.96820678513732 5.49029411764706 8.51768313458262 6.96332450331126 NA
"273" "2020-09-29" 3648.58 421 6895.48 683 5389.3 580 3268.58 581 5376.45 576 5370.5 736 "martedì" 29 9 2020 8.66646080760095 10.0958711566618 9.29189655172414 5.62578313253012 9.33411458333333 7.296875 NA
"274" "2020-09-30" 4034.58 443 6867.19 693 6379.4 655 3130.79 600 5914.12 653 5704.33 770 "mercoledì" 30 9 2020 9.10740406320542 9.90936507936508 9.73954198473282 5.21798333333333 9.05684532924962 7.40822077922078 NA
"275" "2020-10-01" 3982.48 436 7701.28 742 6090.17 623 3232.81 572 6272.43 653 6106.99 772 "giovedì" 1 10 2020 9.13412844036697 10.3790835579515 9.77555377207063 5.65176573426573 9.60555895865237 7.91060880829016 NA
"276" "2020-10-02" 5444.7 580 10204.51 976 8263.9 825 3159.89 620 6971.2 750 8167.96 946 "venerdì" 2 10 2020 9.38741379310345 10.4554405737705 10.0168484848485 5.09659677419355 9.29493333333333 8.63420718816068 NA
"277" "2020-10-03" 7409.74 760 11649.09 1062 10037.59 971 4002 644 9286.01 920 7699.89 912 "sabato" 3 10 2020 9.74965789473684 10.969011299435 10.3373738414006 6.21428571428571 10.0934891304348 8.44286184210526 NA
"278" "2020-10-04" 7277.45 647 9409.53 788 7854.6 714 3390.06 518 6913.35 701 6061.45 677 "domenica" 4 10 2020 11.2479907264297 11.9410279187817 11.0008403361345 6.54451737451737 9.86212553495007 8.95339734121123 NA
"279" "2020-10-05" 3383.92 381 6309.99 630 4660.91 524 3099.49 553 4812.29 579 4535.86 628 "lunedì" 5 10 2020 8.88167979002625 10.0158571428571 8.89486641221374 5.6048643761302 8.3113816925734 7.22270700636943 NA
"280" "2020-10-06" 3278.21 367 6959.22 660 5233.34 586 2788.09 531 5049.41 568 5121.82 655 "martedì" 6 10 2020 8.93245231607629 10.5442727272727 8.93061433447099 5.25064030131827 8.88980633802817 7.81957251908397 NA
"281" "2020-10-07" 4118.42 429 6973.28 690 5983.68 616 2925.58 576 5850.79 677 5672.92 717 "mercoledì" 7 10 2020 9.60004662004662 10.1062028985507 9.71376623376623 5.07913194444444 8.64223042836041 7.91202231520223 NA
"282" "2020-10-08" 3936.85 412 7516.3 726 5977.06 632 3045.76 576 5548.43 639 5946.06 769 "giovedì" 8 10 2020 9.55546116504854 10.3530303030303 9.45737341772152 5.28777777777778 8.68298904538341 7.73219765929779 NA
"283" "2020-10-09" 5226.91 558 10120.21 981 8331.77 855 4160.82 633 7062.19 742 7922.92 987 "venerdì" 9 10 2020 9.36722222222222 10.3162181447503 9.74476023391813 6.57317535545024 9.51777628032345 8.02727456940223 NA
"284" "2020-10-10" 7444.55 767 11715.86 1019 10710.29 937 4826.83 743 9253.01 907 7248.29 842 "sabato" 10 10 2020 9.70606258148631 11.4974092247301 11.4304055496265 6.4964064602961 10.2017750826902 8.60842042755344 NA
"285" "2020-10-11" 6614.47 637 8689.31 670 7325.66 647 3140.87 458 6715.37 688 5757.88 623 "domenica" 11 10 2020 10.3837833594976 12.9691194029851 11.3225038639876 6.85779475982533 9.76071220930232 9.24218298555377 NA
"286" "2020-10-12" 3257.83 383 6310.78 616 5554.59 584 2807.07 544 5056.81 561 4932.14 662 "lunedì" 12 10 2020 8.50608355091384 10.2447727272727 9.51128424657534 5.16005514705882 9.01392156862745 7.45036253776435 NA
"287" "2020-10-13" 3521.15 362 6986.96 679 5411.92 561 3184.71 535 5516.35 574 5054.04 668 "martedì" 13 10 2020 9.72693370165746 10.2900736377025 9.64691622103387 5.95272897196262 9.61036585365854 7.56592814371257 NA
"288" "2020-10-14" 3979 410 6962.25 667 6070.44 618 3164.25 553 5008.3 550 5738.06 692 "mercoledì" 14 10 2020 9.70487804878049 10.438155922039 9.82271844660194 5.72197106690778 9.106 8.29199421965318 NA
"289" "2020-10-15" 3736.99 405 7723.31 735 6784.81 650 3310.22 539 6406.97 632 5178.09 608 "giovedì" 15 10 2020 9.22713580246914 10.5079047619048 10.4381692307692 6.14141001855288 10.1376107594937 8.51659539473684 NA
"290" "2020-10-16" 5659.22 540 10540.05 955 8886.17 846 4155.73 694 8240.09 860 7312.84 895 "venerdì" 16 10 2020 10.480037037037 11.0367015706806 10.5037470449173 5.98808357348703 9.5815 8.17077094972067 NA
"291" "2020-10-17" 7452.61 709 11808.6 991 10379.17 907 4809.22 744 9094.34 848 8051.21 836 "sabato" 17 10 2020 10.5114386459803 11.9158425832492 11.4434068357222 6.46400537634409 10.7244575471698 9.63063397129187 NA
"292" "2020-10-18" 7009.41 692 9033.6 728 7709.34 702 2646.98 412 7044.51 724 5599.83 633 "domenica" 18 10 2020 10.1292052023121 12.4087912087912 10.9819658119658 6.42470873786408 9.7299861878453 8.84649289099526 NA
"293" "2020-10-19" 3100.17 348 5559.86 540 4919.18 502 3109.62 596 4573.82 502 4874.77 595 "lunedì" 19 10 2020 8.90853448275862 10.296037037037 9.79916334661355 5.21748322147651 9.11119521912351 8.19289075630252 NA
"294" "2020-10-20" 3384.07 380 6118.35 566 4815.99 505 3122.08 538 5217.18 552 4880.89 563 "martedì" 20 10 2020 8.90544736842105 10.8098056537102 9.53661386138614 5.80312267657993 9.45141304347826 8.66943161634103 NA
"295" "2020-10-21" 3490.37 350 6625.59 645 5863.22 573 3153.68 577 5557.13 603 5064.58 621 "mercoledì" 21 10 2020 9.97248571428571 10.2722325581395 10.2324956369983 5.46564991334489 9.21580431177446 8.15552334943639 NA
"296" "2020-10-22" 4263.87 466 7177.19 700 6403.27 700 3312.25 586 5615.54 621 5978.44 781 "giovedì" 22 10 2020 9.1499356223176 10.2531285714286 9.14752857142857 5.65230375426621 9.04273752012882 7.65485275288092 NA
"297" "2020-10-23" 5139.76 494 8898.2 768 7394.02 709 3843.33 613 6709.17 703 6455.42 724 "venerdì" 23 10 2020 10.4043724696356 11.5861979166667 10.4288011283498 6.26970636215334 9.54362731152205 8.91632596685083 NA
"298" "2020-10-24" 4939.82 439 10268.21 865 9538.99 784 4499.97 690 8100.47 789 6931.34 661 "sabato" 24 10 2020 11.252437357631 11.8707630057803 12.1670790816327 6.52169565217391 10.2667553865653 10.4861422087746 NA
"299" "2020-10-25" 3685.42 362 8426.06 701 7691.49 704 3846.51 522 6782.13 626 5446.77 574 "domenica" 25 10 2020 10.1807182320442 12.0200570613409 10.9254119318182 7.36879310344828 10.8340734824281 9.48914634146342 NA
"300" "2020-10-26" 3205.62 320 5814.53 539 4451.19 462 3186.14 531 3939.24 407 3607.94 417 "lunedì" 26 10 2020 10.0175625 10.7876252319109 9.63461038961039 6.00026365348399 9.67872235872236 8.65213429256595 NA
"301" "2020-10-27" 3539.4 352 6390.39 586 4597.28 439 2861.36 515 4452.22 473 4678.26 474 "martedì" 27 10 2020 10.0551136363636 10.9051023890785 10.4721640091116 5.55603883495146 9.41272727272727 9.86974683544304 NA
"302" "2020-10-28" 3568.9 347 5833.35 539 5579.19 533 3316.76 535 5142.69 516 4212.63 458 "mercoledì" 28 10 2020 10.2850144092219 10.8225417439703 10.4675234521576 6.19955140186916 9.96645348837209 9.19788209606987 NA
"303" "2020-10-29" 3908.04 378 6704.57 626 5469.4 514 3282.06 475 5183.87 538 4862.33 538 "giovedì" 29 10 2020 10.3387301587302 10.7101757188498 10.6408560311284 6.9096 9.63544609665428 9.03778810408922 NA
"304" "2020-10-30" 5361.92 475 9257.7 727 6955.14 640 3411.44 571 6668.48 637 6083.82 595 "venerdì" 30 10 2020 11.2882526315789 12.7341127922971 10.86740625 5.97450087565674 10.4685714285714 10.2249075630252 NA
"305" "2020-10-31" 5225.52 406 8737.97 667 9363.6 724 4438 627 8016.08 690 7060.71 668 "sabato" 31 10 2020 12.8707389162562 13.1004047976012 12.9331491712707 7.07814992025518 11.6175072463768 10.5699251497006 NA
"306" "2020-11-01" 4007.19 341 7173.8 566 6366.62 563 2833.67 435 5647 546 5249.27 566 "domenica" 1 11 2020 11.7512903225806 12.6745583038869 11.3083836589698 6.51418390804598 10.3424908424908 9.27432862190813 NA
"307" "2020-11-02" 3920.6 390 6556.96 547 5089.8 502 3207.09 497 4437.04 472 4280.36 517 "lunedì" 2 11 2020 10.0528205128205 11.9871297989031 10.1390438247012 6.45289738430584 9.40050847457627 8.27922630560928 NA
"308" "2020-11-03" 3383.6 320 6102.11 521 5379.24 510 2300.52 428 4452.26 481 4150.42 507 "martedì" 3 11 2020 10.57375 11.7123032629559 10.5475294117647 5.37504672897196 9.2562577962578 8.18623274161736 NA
"309" "2020-11-04" 4554.6 417 6552.07 566 5215.56 511 3129.82 490 5432.32 508 5499.94 578 "mercoledì" 4 11 2020 10.9223021582734 11.5760954063604 10.2065753424658 6.38738775510204 10.6935433070866 9.51546712802768 "Gialla"
"310" "2020-11-05" 4724.01 445 6696.86 589 5827.12 538 2481.9 401 5656.9 578 6260.3 628 "giovedì" 5 11 2020 10.6157528089888 11.3698811544992 10.8310780669145 6.18927680798005 9.78702422145329 9.96863057324841 "Gialla"
"311" "2020-11-06" 2089.27 168 7872.34 609 6566.66 585 2821.55 416 3450.88 320 3804.19 324 "venerdì" 6 11 2020 12.436130952381 12.9266666666667 11.2250598290598 6.78257211538462 10.784 11.7413271604938 "Gialla"
"312" "2020-11-07" 1665.15 130 8656.18 622 7988 632 3707.11 535 3128.79 263 3755.24 305 "sabato" 7 11 2020 12.8088461538462 13.9166881028939 12.6392405063291 6.92917757009346 11.8965399239544 12.312262295082 "Gialla"
"313" "2020-11-08" 1369.94 103 6822.35 526 6140.03 489 2853.51 401 2775.65 236 3411.38 289 "domenica" 8 11 2020 13.3003883495146 12.970247148289 12.5562985685072 7.11598503740648 11.7612288135593 11.8040830449827 "Gialla"
"314" "2020-11-09" 2198.59 204 5682.42 471 4328.5 404 2392.06 391 2667.5 278 3300.61 324 "lunedì" 9 11 2020 10.7774019607843 12.0645859872611 10.7141089108911 6.11780051150895 9.59532374100719 10.1870679012346 "Gialla"
"315" "2020-11-10" 1950.44 188 5535.13 461 5264.79 485 2364.68 393 2915.62 271 3590.57 345 "martedì" 10 11 2020 10.3746808510638 12.0067895878525 10.8552371134021 6.01699745547074 10.7587453874539 10.4074492753623 "Gialla"
"316" "2020-11-11" 2213.28 200 6425 515 5757.15 523 2477.71 419 3401.27 328 3404.61 333 "mercoledì" 11 11 2020 11.0664 12.4757281553398 11.0079349904398 5.91338902147971 10.3697256097561 10.2240540540541 "Gialla"
"317" "2020-11-12" 2294.09 211 6444.52 558 5992.46 502 2597.35 428 3852.82 359 4095.37 379 "giovedì" 12 11 2020 10.8724644549763 11.5493189964158 11.937171314741 6.06857476635514 10.7320891364903 10.8057255936675 "Gialla"
"318" "2020-11-13" 3196.73 251 8087.55 608 7915.84 671 3475.96 519 4188.16 376 5257.79 458 "venerdì" 13 11 2020 12.7359760956175 13.3018914473684 11.7970789865872 6.69741811175337 11.1387234042553 11.4798908296943 "Gialla"
"319" "2020-11-14" 2992.82 230 10640 727 9733.17 722 4136.88 589 4624.76 357 4811.91 388 "sabato" 14 11 2020 13.0122608695652 14.6354883081155 13.4808448753463 7.02356536502547 12.9545098039216 12.4018298969072 "Arancione"
