"newdate" "Vendite_1" "Scontrini_1" "Vendite_2" "Scontrini_2" "Vendite_3" "Scontrini_3" "Vendite_4" "Scontrini_4" "Vendite_5" "Scontrini_5" "Vendite_6" "Scontrini_6" "Giorno" "day" "month" "year" "Scontrino_medio_1" "Scontrino_medio_2" "Scontrino_medio_3" "Scontrino_medio_4" "Scontrino_medio_5" "Scontrino_medio_6" "ZONA"
"154" "2020-06-02" 4431.18 376 7969.47 625 5948.44 478 NA NA 5537.96 470 4693.01 408 "martedì" 2 6 2020 11.7850531914894 12.751152 12.4444351464435 NA 11.7828936170213 11.5024754901961 NA
"155" "2020-06-03" 4000.07 353 6194.43 564 4250.1 374 1738.27 339 4665.97 463 4145.61 417 "mercoledì" 3 6 2020 11.3316430594901 10.9830319148936 11.3639037433155 5.1276401179941 10.0776889848812 9.94151079136691 NA
"156" "2020-06-04" 4050.88 369 6446.39 577 5153.49 458 1963.43 310 5497.39 519 3835.7 368 "giovedì" 4 6 2020 10.9779945799458 11.1722530329289 11.2521615720524 6.33364516129032 10.5922736030829 10.423097826087 NA
"157" "2020-06-05" 3859.69 384 8130.77 692 5686.2 478 2471.45 393 6189.83 625 5735.89 522 "venerdì" 5 6 2020 10.0512760416667 11.7496676300578 11.8958158995816 6.28867684478371 9.903728 10.9882950191571 NA
"158" "2020-06-06" 6247.77 568 9596.59 769 6784.85 579 2884.35 472 7369.86 657 5318.7 520 "sabato" 6 6 2020 10.9995950704225 12.479310793238 11.7182210708117 6.11091101694915 11.2174429223744 10.2282692307692 NA
"159" "2020-06-07" 7193.19 606 8306.46 668 6312.58 516 2360.77 344 6417.1 556 5112.45 467 "domenica" 7 6 2020 11.8699504950495 12.4348203592814 12.2336821705426 6.86270348837209 11.5415467625899 10.9474304068522 NA
"160" "2020-06-08" 4290.1 376 5996.28 564 5129.16 475 2635.23 386 5376.38 525 3940.33 378 "lunedì" 8 6 2020 11.4098404255319 10.6317021276596 10.7982315789474 6.8270207253886 10.2407238095238 10.4241534391534 NA
"161" "2020-06-09" 4151.75 355 7309.09 610 5096.87 407 2254.89 367 5049.92 494 4604.15 453 "martedì" 9 6 2020 11.6950704225352 11.9821147540984 12.5230221130221 6.14411444141689 10.2225101214575 10.1636865342163 NA
"162" "2020-06-10" 4008.4 384 7408.49 633 5728.43 500 2300.76 395 5608.38 544 4325.68 452 "mercoledì" 10 6 2020 10.4385416666667 11.703775671406 11.45686 5.82470886075949 10.3095220588235 9.57008849557522 NA
"163" "2020-06-11" 4910.07 427 7508.11 646 5285.29 474 2275.9 375 6140.82 565 4972.36 487 "giovedì" 11 6 2020 11.4989929742389 11.6224613003096 11.1504008438819 6.06906666666667 10.8687079646018 10.2101848049281 NA
"164" "2020-06-12" 4845.58 430 8081.01 649 6324.4 512 2515.26 406 7176.98 673 5395.6 504 "venerdì" 12 6 2020 11.2687906976744 12.4514791987673 12.35234375 6.19522167487685 10.6641604754829 10.7055555555556 NA
"165" "2020-06-13" 6043.92 525 9005 749 7268.73 589 3205.98 533 8113.11 761 5907.6 530 "sabato" 13 6 2020 11.5122285714286 12.022696929239 12.3407979626486 6.01497185741088 10.6611169513798 11.1464150943396 NA
"166" "2020-06-14" 5773.51 477 7835.27 667 6441.99 499 2449.17 368 6588.36 627 5335.45 517 "domenica" 14 6 2020 12.1037945492662 11.7470314842579 12.9097995991984 6.65535326086957 10.5077511961722 10.3200193423598 NA
"167" "2020-06-15" 3887.75 364 6363.35 598 4607.77 431 2126.81 370 5083.07 556 4349.73 478 "lunedì" 15 6 2020 10.6806318681319 10.6410535117057 10.6908816705336 5.74813513513513 9.14221223021583 9.09985355648536 NA
"168" "2020-06-16" 3619.1 350 6523.43 575 4636.6 432 2466.61 411 6378.35 592 4104.22 430 "martedì" 16 6 2020 10.3402857142857 11.3450956521739 10.7328703703704 6.00148418491484 10.7742398648649 9.54469767441861 NA
"169" "2020-06-17" 4100.45 374 7408.77 631 5619.56 488 2315.5 372 5510.29 538 4824.2 477 "mercoledì" 17 6 2020 10.9637700534759 11.7413153724247 11.5154918032787 6.2244623655914 10.2421747211896 10.1136268343816 NA
"170" "2020-06-18" 4102.31 371 7532.31 619 5697.63 486 2231.71 378 5775.66 591 5062.36 517 "giovedì" 18 6 2020 11.0574393530997 12.1685137318255 11.7235185185185 5.90399470899471 9.77269035532995 9.79179883945841 NA
"171" "2020-06-19" 4524.19 424 8014.07 676 6255.55 548 2496.65 420 6891.06 656 5641.44 568 "venerdì" 19 6 2020 10.6702594339623 11.8551331360947 11.4152372262774 5.94440476190476 10.5046646341463 9.93211267605634 NA
"172" "2020-06-20" 5686.45 485 8547.52 681 6837.03 590 3257.55 529 7424.67 707 5961.69 580 "sabato" 20 6 2020 11.7246391752577 12.5514243759178 11.588186440678 6.15793950850662 10.5016548797737 10.278775862069 NA
"173" "2020-06-21" 5205.16 467 7596.03 631 5766.15 478 2428.76 402 5942.32 594 5363.23 484 "domenica" 21 6 2020 11.1459528907923 12.0380824088748 12.0630753138075 6.04169154228856 10.0039057239057 11.0810537190083 NA
"174" "2020-06-22" 2775.33 296 6021.24 580 4036.73 371 2351.13 399 4939.12 542 4348.63 476 "lunedì" 22 6 2020 9.37611486486487 10.3814482758621 10.8806738544474 5.89255639097744 9.11276752767528 9.13577731092437 NA
"175" "2020-06-23" 3488.04 347 6122.28 561 4323.14 408 2188.34 397 4840.16 525 4302.06 471 "martedì" 23 6 2020 10.0519884726225 10.9131550802139 10.595931372549 5.51219143576826 9.21935238095238 9.13388535031847 NA
"176" "2020-06-24" 3804.63 383 6762.44 572 5398.38 477 2316.9 399 5723.69 556 4643.75 450 "mercoledì" 24 6 2020 9.93375979112272 11.8224475524476 11.317358490566 5.80676691729323 10.2944064748201 10.3194444444444 NA
"177" "2020-06-25" 4052.8 412 6639.63 608 5230.58 501 2326.63 426 5521.92 557 4952.74 494 "giovedì" 25 6 2020 9.83689320388349 10.9204440789474 10.4402794411178 5.46157276995305 9.91368043087971 10.0257894736842 NA
"178" "2020-06-26" 4690.55 422 7854.71 675 6125.67 558 2653.79 454 6151.09 600 5799.98 571 "venerdì" 26 6 2020 11.1150473933649 11.6366074074074 10.9779032258065 5.84535242290749 10.2518166666667 10.1575831873905 NA
"179" "2020-06-27" 5213.19 501 8222.27 707 6831.17 547 3204.42 549 7626.31 710 4859.72 488 "sabato" 27 6 2020 10.4055688622754 11.629801980198 12.4884277879342 5.8368306010929 10.7412816901408 9.95844262295082 NA
"180" "2020-06-28" 6122.27 518 7686.16 628 6145.51 495 2291.84 394 6558.88 625 5743.12 533 "domenica" 28 6 2020 11.8190540540541 12.2391082802548 12.4151717171717 5.81685279187817 10.494208 10.7750844277674 NA
"181" "2020-06-29" 3494.59 379 6258.37 574 4448.35 416 2012.95 406 5118.87 523 4205.69 438 "lunedì" 29 6 2020 9.22055408970976 10.9030836236934 10.6931490384615 4.95800492610837 9.78751434034417 9.60203196347032 NA
"182" "2020-06-30" 3758.35 373 6547.33 561 4666.32 434 2470.17 423 5184.01 562 4142.61 424 "martedì" 30 6 2020 10.0760053619303 11.6708199643494 10.7518894009217 5.83964539007092 9.22421708185053 9.77030660377358 NA
"183" "2020-07-01" 4037.81 397 6387.39 578 4839.82 453 2332.49 421 5914.01 662 4237.58 462 "mercoledì" 1 7 2020 10.1708060453401 11.0508477508651 10.6839293598234 5.54035629453682 8.9335498489426 9.17225108225108 NA
"184" "2020-07-02" 3868.57 397 6837.2 593 4873.78 471 2281.26 462 5258.28 551 5062.14 512 "giovedì" 2 7 2020 9.74450881612091 11.5298482293423 10.3477282377919 4.93779220779221 9.54315789473684 9.8869921875 NA
"185" "2020-07-03" 4314.06 434 8629.78 735 6108.06 593 2657.87 439 6454.22 638 4967.57 459 "venerdì" 3 7 2020 9.94023041474654 11.7411972789116 10.3002698145025 6.05437357630979 10.1163322884013 10.8225925925926 NA
"186" "2020-07-04" 5829.96 525 8001.4 687 7732.4 623 3249.61 527 7526.48 739 5696.59 560 "sabato" 4 7 2020 11.1046857142857 11.6468704512373 12.4115569823435 6.16624288425048 10.1846820027064 10.1724821428571 NA
"187" "2020-07-05" 5179.27 465 7074.12 604 5569.02 488 2287.74 411 6906.58 637 5307.66 488 "domenica" 5 7 2020 11.1382150537634 11.712119205298 11.4119262295082 5.56627737226277 10.8423547880691 10.8763524590164 NA
"188" "2020-07-06" 3968.74 413 5867.02 568 4771.94 454 2454.92 449 4971.64 546 3534.21 426 "lunedì" 6 7 2020 9.60953995157385 10.3292605633803 10.5108810572687 5.46752783964365 9.10556776556777 8.2962676056338 NA
"189" "2020-07-07" 3585.61 379 6148.43 607 4932.87 482 2361.88 435 5602.23 591 4408.7 470 "martedì" 7 7 2020 9.46071240105541 10.1292092257002 10.2341701244813 5.4296091954023 9.4792385786802 9.38021276595745 NA
"190" "2020-07-08" 3562.19 387 6198.11 596 5028.52 482 2600.61 447 5306.93 595 4278.14 494 "mercoledì" 8 7 2020 9.20462532299742 10.3995134228188 10.4326141078838 5.81791946308725 8.91921008403361 8.6602024291498 NA
"191" "2020-07-09" 3388.36 338 6612.28 619 5009.99 490 2198.84 401 5593.15 607 5848.33 595 "giovedì" 9 7 2020 10.0247337278107 10.682197092084 10.2244693877551 5.48339152119701 9.21441515650741 9.82912605042017 NA
"192" "2020-07-10" 4356.12 426 7452.19 693 5822.79 577 3012.34 498 6409.82 612 4959 503 "venerdì" 10 7 2020 10.2256338028169 10.7535209235209 10.0914904679376 6.04887550200803 10.4735620915033 9.85884691848907 NA
"193" "2020-07-11" 5773.58 565 8308.45 727 7203.06 600 3639.7 604 7306.67 743 5493.35 553 "sabato" 11 7 2020 10.2187256637168 11.4284044016506 12.0051 6.02599337748344 9.83401076716016 9.93372513562387 NA
"194" "2020-07-12" 6111.41 554 7978.67 649 6969.13 564 2930.37 450 6635.84 605 5081.45 507 "domenica" 12 7 2020 11.0314259927798 12.2937904468413 12.3566134751773 6.51193333333333 10.9683305785124 10.02258382643 NA
"195" "2020-07-13" 3524.97 386 7271.49 652 4690.84 453 2707.53 535 5032.69 591 4512.25 507 "lunedì" 13 7 2020 9.13204663212435 11.1525920245399 10.355055187638 5.06080373831776 8.51554991539763 8.89990138067061 NA
"196" "2020-07-14" 3668.91 392 6421.49 630 4815.58 469 2418.38 471 5309.09 587 4460.37 472 "martedì" 14 7 2020 9.35946428571429 10.1928412698413 10.2677611940299 5.13456475583864 9.04444633730835 9.44993644067797 NA
"197" "2020-07-15" 4227.02 422 7240.25 680 5781.11 528 2567.91 487 5965.15 653 4137.87 495 "mercoledì" 15 7 2020 10.01663507109 10.6474264705882 10.949071969697 5.2729158110883 9.13499234303216 8.35933333333333 NA
"198" "2020-07-16" 4082.52 427 6948.75 651 6086.32 570 2641.43 501 5605.12 604 5406.96 594 "giovedì" 16 7 2020 9.56093676814988 10.6739631336406 10.6777543859649 5.27231536926148 9.28 9.10262626262626 NA
"199" "2020-07-17" 4262.2 437 7565.12 703 6340.14 588 2987.54 521 7159.24 682 4993.09 489 "venerdì" 17 7 2020 9.7533180778032 10.7611948790896 10.7825510204082 5.73424184261036 10.4974193548387 10.21081799591 NA
"200" "2020-07-18" 6105.8 576 8855.22 754 6909.06 617 3910.67 627 7272.93 711 5589.04 526 "sabato" 18 7 2020 10.6003472222222 11.7443236074271 11.1978282009724 6.23711323763955 10.2291561181435 10.6255513307985 NA
"201" "2020-07-19" 5768.24 511 7311.28 635 6519.66 590 2756.86 460 5485.9 553 5268.41 509 "domenica" 19 7 2020 11.2881409001957 11.5138267716535 11.0502711864407 5.99317391304348 9.92025316455696 10.350510805501 NA
"202" "2020-07-20" 3445.09 355 6349.49 605 4355.55 418 2595.27 492 5598.71 588 4047.17 453 "lunedì" 20 7 2020 9.70447887323944 10.4950247933884 10.419976076555 5.27493902439024 9.5216156462585 8.93415011037528 NA
"203" "2020-07-21" 3535.51 393 5755.09 555 4367.95 453 2965.83 538 5606.78 614 4209.51 483 "martedì" 21 7 2020 8.99620865139949 10.3695315315315 9.64227373068433 5.51269516728625 9.13156351791531 8.71534161490683 NA
"204" "2020-07-22" 3888.35 422 7012.29 638 5174.66 510 2735.4 487 5720.54 611 4188.04 451 "mercoledì" 22 7 2020 9.21409952606635 10.9910501567398 10.1463921568627 5.61683778234086 9.36258592471358 9.28611973392461 NA
"205" "2020-07-23" 3665.17 400 6958.92 652 5415.79 508 2736.34 470 5374.51 591 4931.9 557 "giovedì" 23 7 2020 9.162925 10.6731901840491 10.6610039370079 5.822 9.0939255499154 8.85439856373429 NA
"206" "2020-07-24" 4804.15 450 7891 722 6758.71 581 2647.49 464 6635 693 5228.9 526 "venerdì" 24 7 2020 10.6758888888889 10.9293628808864 11.6328915662651 5.7057974137931 9.57431457431457 9.94087452471483 NA
"207" "2020-07-25" 6119.9 579 8479.52 726 6741.22 600 3804.61 629 7696.49 734 4992.06 550 "sabato" 25 7 2020 10.5697754749568 11.6797796143251 11.2353666666667 6.04866454689984 10.4856811989101 9.07647272727273 NA
"208" "2020-07-26" 5754.6 505 8057.43 707 6586.51 566 2818.77 467 6792.12 653 5538.57 509 "domenica" 26 7 2020 11.3952475247525 11.3966478076379 11.6369434628975 6.03591006423983 10.4014088820827 10.8812770137525 NA
"209" "2020-07-27" 3543.43 389 6129.14 579 4643.53 444 2976.29 533 4793.29 544 3834.47 422 "lunedì" 27 7 2020 9.10907455012853 10.5857340241796 10.4584009009009 5.58403377110694 8.81119485294118 9.08642180094787 NA
"210" "2020-07-28" 2998.24 332 5978.67 602 4863.74 467 2585.34 485 5346.21 542 4493.57 467 "martedì" 28 7 2020 9.03084337349397 9.93134551495017 10.4148608137045 5.33059793814433 9.86385608856089 9.62220556745182 NA
"211" "2020-07-29" 3858.94 394 6046.68 573 4957.6 475 2360.92 459 6029.16 630 4225.64 453 "mercoledì" 29 7 2020 9.79426395939086 10.5526701570681 10.4370526315789 5.14361655773421 9.57009523809524 9.32812362030905 NA
"212" "2020-07-30" 3255.46 369 6953.33 643 5012.68 509 2504.05 485 5646.28 594 5291.78 559 "giovedì" 30 7 2020 8.82238482384824 10.8138880248834 9.84809430255403 5.16298969072165 9.50552188552189 9.46651162790698 NA
"213" "2020-07-31" 4376.58 444 7836.27 711 6162.66 585 3102.25 526 6264.25 654 5054.18 507 "venerdì" 31 7 2020 9.85716216216216 11.0214767932489 10.5344615384615 5.89781368821293 9.57836391437309 9.96879684418146 NA
"214" "2020-08-01" 5404.23 518 9133.24 744 7303.48 626 3308.77 617 7201.97 692 6131.14 597 "sabato" 1 8 2020 10.4328764478764 12.2758602150538 11.6669009584665 5.36267423014587 10.4074710982659 10.2699162479062 NA
"215" "2020-08-02" 6567.22 629 7843.63 706 6599.86 588 2934.02 494 6487.23 637 5263.73 490 "domenica" 2 8 2020 10.4407313195548 11.1099575070822 11.2242517006803 5.93931174089069 10.1840345368917 10.742306122449 NA
"216" "2020-08-03" 4661.95 504 7008.5 625 5363.73 512 2720.89 458 5733.07 599 4906.17 527 "lunedì" 3 8 2020 9.24990079365079 11.2136 10.47603515625 5.94080786026201 9.57106844741235 9.30962049335863 NA
"217" "2020-08-04" 4505.42 493 7028.39 645 5014.55 478 2630.9 462 5652.42 648 4215.57 492 "martedì" 4 8 2020 9.13878296146045 10.8967286821705 10.490690376569 5.69458874458874 8.72287037037037 8.56823170731707 NA
"218" "2020-08-05" 3869.65 415 6066.6 565 4829.14 458 2777.59 490 5750.52 613 4350.03 466 "mercoledì" 5 8 2020 9.3244578313253 10.7373451327434 10.5439737991266 5.66855102040816 9.38094616639478 9.33482832618026 NA
"219" "2020-08-06" 3945.53 416 6493.13 628 5828.43 540 2838.82 482 5977.04 659 4495.76 522 "giovedì" 6 8 2020 9.48444711538462 10.3393789808917 10.7933888888889 5.88966804979253 9.06986342943854 8.61256704980843 NA
"220" "2020-08-07" 4253.11 441 7488.34 678 6439.36 575 2896.35 528 6172.18 677 5513.98 581 "venerdì" 7 8 2020 9.64424036281179 11.0447492625369 11.1988869565217 5.48551136363636 9.11695716395864 9.4904991394148 NA
"221" "2020-08-08" 5820.7 547 7871.02 675 6309.25 550 3279.86 558 7216.82 734 5665.03 553 "sabato" 8 8 2020 10.6411334552102 11.6607703703704 11.4713636363636 5.8778853046595 9.83217983651226 10.2441772151899 NA
"222" "2020-08-09" 5372.56 507 6718.2 572 5505.14 505 2879.2 483 6226.45 640 4418.89 465 "domenica" 9 8 2020 10.5967652859961 11.7451048951049 10.9012673267327 5.96107660455487 9.728828125 9.50298924731183 NA
"223" "2020-08-10" 4153.76 409 6890.67 611 5779.63 545 3059.62 521 5825.78 609 4458.63 476 "lunedì" 10 8 2020 10.1558924205379 11.2776923076923 10.6048256880734 5.87259117082534 9.56614121510673 9.36686974789916 NA
"224" "2020-08-11" 4031.27 397 7071.91 638 5431.8 513 2826.71 497 5116.5 564 3678.27 395 "martedì" 11 8 2020 10.1543324937028 11.0844984326019 10.5883040935673 5.68754527162978 9.0718085106383 9.31207594936709 NA
"225" "2020-08-12" 4004.42 416 6146.55 558 5148.49 490 3054.45 548 5546.62 595 4498.7 482 "mercoledì" 12 8 2020 9.62600961538462 11.0153225806452 10.5071224489796 5.57381386861314 9.32205042016807 9.33340248962656 NA
"226" "2020-08-13" 3737.67 442 6645.88 612 5059.66 469 2696.46 511 5982.74 616 4885.02 515 "giovedì" 13 8 2020 8.45626696832579 10.8592810457516 10.7881876332623 5.27682974559687 9.71224025974026 9.48547572815534 NA
"227" "2020-08-14" 4842.75 477 6792.91 617 6488.21 597 3647.82 610 6578.09 718 5378.9 575 "venerdì" 14 8 2020 10.1525157232704 11.0095786061588 10.8680234505863 5.98003278688525 9.1616852367688 9.35460869565217 NA
"228" "2020-08-15" 2046.3 188 6683.6 565 3698.84 322 NA NA 5624.08 562 3457.24 337 "sabato" 15 8 2020 10.8845744680851 11.8293805309735 11.4870807453416 NA 10.0072597864769 10.2588724035608 NA
"229" "2020-08-16" 5657.46 528 8512.45 723 6670.37 566 NA NA 6924.03 641 5067.7 504 "domenica" 16 8 2020 10.7148863636364 11.7737897648686 11.7851060070671 NA 10.8019188767551 10.0549603174603 NA
"230" "2020-08-17" 4557.15 427 7018.04 632 5808.88 553 3951.65 610 6409.48 650 4802.26 543 "lunedì" 17 8 2020 10.6724824355972 11.1044936708861 10.5043037974684 6.47811475409836 9.86073846153846 8.84394106813996 NA
"231" "2020-08-18" 4282.62 427 6937.02 625 5538.83 530 2948.83 545 5401.01 587 4627.74 495 "martedì" 18 8 2020 10.0295550351288 11.099232 10.4506226415094 5.41069724770642 9.20103918228279 9.3489696969697 NA
"232" "2020-08-19" 4134.81 422 6761.69 623 6031.68 580 2632.71 532 5866.64 612 4886.69 517 "mercoledì" 19 8 2020 9.79812796208531 10.8534349919743 10.3994482758621 4.9487030075188 9.58601307189543 9.45201160541586 NA
"233" "2020-08-20" 4256.12 420 6522.79 617 5356.93 530 2705.73 539 6176.26 669 4539.63 493 "giovedì" 20 8 2020 10.133619047619 10.5717828200972 10.1074150943396 5.01990723562152 9.23207772795217 9.20817444219067 NA
"234" "2020-08-21" 3918.73 409 7878.77 721 6268.75 587 2935.35 530 6643.27 649 4765.55 511 "venerdì" 21 8 2020 9.58124694376528 10.9275589459085 10.6793015332198 5.53839622641509 10.2361633281972 9.32592954990215 NA
"235" "2020-08-22" 5735.66 557 9031.59 772 6849.15 640 3337.84 592 7664.84 751 5728.36 575 "sabato" 22 8 2020 10.2974147217235 11.6989507772021 10.701796875 5.63824324324324 10.2061784287617 9.9623652173913 NA
"236" "2020-08-23" 5414.84 530 8152.35 694 7119.81 597 3327.19 522 6762.52 700 5204.17 503 "domenica" 23 8 2020 10.216679245283 11.7469020172911 11.9259798994975 6.37392720306513 9.66074285714286 10.3462624254473 NA
"237" "2020-08-24" 4242.43 436 6869.56 675 5128.14 541 2757.02 517 5692.21 626 5370.15 570 "lunedì" 24 8 2020 9.73034403669725 10.1771259259259 9.47900184842884 5.33272727272727 9.09298722044728 9.42131578947368 NA
"238" "2020-08-25" 3789.89 415 6025.82 578 5288.92 506 2503.73 502 5032.71 561 5090.88 552 "martedì" 25 8 2020 9.13226506024096 10.4252941176471 10.4524110671937 4.98750996015936 8.97096256684492 9.22260869565217 NA
"239" "2020-08-26" 4478.66 413 6685.74 631 6104.45 571 2794.74 531 5523.2 592 4957.63 514 "mercoledì" 26 8 2020 10.8442130750605 10.5954675118859 10.6908056042032 5.26316384180791 9.32972972972973 9.64519455252918 NA
"240" "2020-08-27" 4530.64 452 6459.68 588 5857.82 537 2607.08 496 6399.49 695 6044.33 646 "giovedì" 27 8 2020 10.0235398230088 10.9858503401361 10.908417132216 5.25620967741935 9.20789928057554 9.3565479876161 NA
"241" "2020-08-28" 5103.61 515 8889.98 767 7366.4 700 2948.51 525 6993.12 707 6259.66 656 "venerdì" 28 8 2020 9.90992233009709 11.5905867014342 10.5234285714286 5.61620952380952 9.89125884016973 9.54216463414634 NA
"242" "2020-08-29" 6960.78 726 10499.7 821 8794.34 755 3713.78 580 8392.15 834 6325.77 628 "sabato" 29 8 2020 9.58785123966942 12.788915956151 11.6481324503311 6.40306896551724 10.0625299760192 10.0728821656051 NA
"243" "2020-08-30" 7630.13 693 9540.59 832 8229.63 708 3475.9 520 7529.59 736 6237.53 614 "domenica" 30 8 2020 11.0102886002886 11.4670552884615 11.6237711864407 6.68442307692308 10.2304211956522 10.1588436482085 NA
"244" "2020-08-31" 4629.52 505 7718.1 719 6140.91 627 3487.76 559 6445.48 671 5884.06 743 "lunedì" 31 8 2020 9.16736633663366 10.7344923504868 9.79411483253588 6.23928443649374 9.605782414307 7.91932705248991 NA
"245" "2020-09-01" 4896.35 461 7935.74 754 5721.07 608 2866.11 527 6267.2 666 5318.5 647 "martedì" 1 9 2020 10.6211496746204 10.5248541114058 9.40965460526316 5.43853889943074 9.41021021021021 8.22024729520865 NA
"246" "2020-09-02" 5144.07 535 8845.26 805 6705.99 666 3205.12 600 6336.32 690 5613.11 690 "mercoledì" 2 9 2020 9.61508411214953 10.987900621118 10.0690540540541 5.34186666666667 9.18307246376811 8.13494202898551 NA
"247" "2020-09-03" 4664.74 504 7170.8 672 6539.81 633 2767.78 515 6399.03 707 5715.54 711 "giovedì" 3 9 2020 9.25543650793651 10.6708333333333 10.3314533965245 5.37433009708738 9.05096181046676 8.03873417721519 NA
"248" "2020-09-04" 5555.9 562 9324.41 862 8467.61 777 3300.36 579 8123.21 822 6416.91 730 "venerdì" 4 9 2020 9.88594306049822 10.817180974478 10.897824967825 5.70010362694301 9.88225060827251 8.79028767123288 NA
"249" "2020-09-05" 6412.73 658 9548.91 843 8978.63 786 3805.45 661 8465.74 802 6779.77 734 "sabato" 5 9 2020 9.74579027355623 11.3272953736655 11.4231933842239 5.7571104387292 10.5557855361596 9.23674386920981 NA
"250" "2020-09-06" 6762.3 658 9666.07 789 8035.09 695 3218.91 544 6919.1 685 5857.86 654 "domenica" 6 9 2020 10.2770516717325 12.2510392902408 11.5612805755396 5.91711397058824 10.1008759124088 8.95697247706422 NA
"251" "2020-09-07" 4870.98 501 7835.89 725 6068.73 579 3133.9 549 5745.38 619 5709.83 677 "lunedì" 7 9 2020 9.72251497005988 10.808124137931 10.4813989637306 5.70837887067395 9.28171243941842 8.43401772525849 NA
"252" "2020-09-08" 5162.03 525 7417.93 703 5936.14 552 3018.57 587 5783.16 633 5423.34 667 "martedì" 8 9 2020 9.83243809523809 10.5518207681366 10.7538768115942 5.14236797274276 9.13611374407583 8.13094452773613 NA
"253" "2020-09-09" 4574.97 471 7813.69 704 6454.15 626 3435.3 616 5796.69 602 5198.2 660 "mercoledì" 9 9 2020 9.71331210191083 11.0989914772727 10.3101437699681 5.57678571428571 9.62905315614618 7.87606060606061 NA
"254" "2020-09-10" 4942.22 500 8592.68 748 8022.32 693 2903.22 558 6673.3 696 6410.83 772 "giovedì" 10 9 2020 9.88444 11.4875401069519 11.5762193362193 5.20290322580645 9.58807471264368 8.30418393782383 NA
"255" "2020-09-11" 5992.31 594 10806.05 915 8737.05 769 3900.97 688 7541.96 769 7249.12 785 "venerdì" 11 9 2020 10.088063973064 11.8098907103825 11.3615734720416 5.67001453488372 9.80749024707412 9.23454777070064 NA
"256" "2020-09-12" 6877.83 730 11027.39 998 9727.81 819 4165 657 9401.11 892 7627.72 872 "sabato" 12 9 2020 9.42168493150685 11.0494889779559 11.8776678876679 6.33942161339422 10.5393609865471 8.74738532110092 NA
"257" "2020-09-13" 6312.88 584 9145.98 780 8687.83 706 3189.19 535 7302.52 717 5841.47 643 "domenica" 13 9 2020 10.8097260273973 11.7256153846154 12.3057082152975 5.96110280373832 10.1848256624826 9.08471228615863 NA
"258" "2020-09-14" 4367.88 443 7914.73 733 6617.08 640 4464.58 682 6118.87 649 6724.77 882 "lunedì" 14 9 2020 9.85977426636569 10.797721691678 10.3391875 6.54630498533724 9.42815100154083 7.62445578231293 NA
"259" "2020-09-15" 4156.84 438 7098.59 674 5723.47 595 3552.8 643 6095.01 645 6267.44 741 "martedì" 15 9 2020 9.49050228310502 10.5320326409496 9.61927731092437 5.5253499222395 9.44962790697674 8.45808367071525 NA
"260" "2020-09-16" 4238.06 411 7776.32 690 5920.69 583 3919.06 680 5619.6 606 5923.36 741 "mercoledì" 16 9 2020 10.3115815085158 11.2700289855072 10.1555574614065 5.76332352941176 9.27326732673267 7.99373819163293 NA
"261" "2020-09-17" 3761.86 386 8882.87 794 7166.56 704 4025.14 675 6419.62 674 6856.5 863 "giovedì" 17 9 2020 9.74575129533679 11.1874937027708 10.1797727272727 5.96317037037037 9.5246587537092 7.9449594438007 NA
"262" "2020-09-18" 5620.28 541 10007.39 884 7811.99 745 4045.53 674 7307.23 759 8275.55 963 "venerdì" 18 9 2020 10.3886876155268 11.3205769230769 10.4858926174497 6.00227002967359 9.62744400527009 8.59350986500519 NA
"263" "2020-09-19" 7235.13 702 10996.63 970 10331.45 903 4277.73 736 9259.84 909 7807.36 851 "sabato" 19 9 2020 10.306452991453 11.3367319587629 11.4412513842746 5.81213315217391 10.1868426842684 9.17433607520564 NA
"264" "2020-09-20" 7080.43 689 10395.05 841 8854.99 800 3089.93 492 7598.67 731 6630.94 738 "domenica" 20 9 2020 10.2763860667634 12.3603448275862 11.0687375 6.28034552845528 10.3948974008208 8.9850135501355 NA
"265" "2020-09-21" 4494.35 485 7439.53 715 5242.48 534 3315.52 643 5769.42 640 5691.46 804 "lunedì" 21 9 2020 9.26670103092784 10.4049370629371 9.81737827715356 5.15632970451011 9.01471875 7.07893034825871 NA
"266" "2020-09-22" 3660.48 399 6835.07 643 6385.03 614 3458.56 627 5474.03 638 6085.38 772 "martedì" 22 9 2020 9.17413533834586 10.6299688958009 10.3990716612378 5.51604465709729 8.57998432601881 7.88261658031088 NA
"267" "2020-09-23" 4264.66 451 7320.51 715 6301.2 624 3142.11 637 5668.96 637 5762.74 805 "mercoledì" 23 9 2020 9.4560088691796 10.2384755244755 10.0980769230769 4.93266875981162 8.89946624803768 7.15868322981366 NA
"268" "2020-09-24" 4012.95 440 7199.46 680 8979.73 850 3613.41 635 5400.72 664 5604.53 824 "giovedì" 24 9 2020 9.12034090909091 10.5874411764706 10.5643882352941 5.6904094488189 8.13361445783133 6.8016140776699 NA
"269" "2020-09-25" 5259.63 543 10655.25 996 6315.58 679 3984.66 743 7969.85 850 7449.93 982 "venerdì" 25 9 2020 9.68624309392265 10.6980421686747 9.30129602356407 5.36293405114401 9.37629411764706 7.58648676171079 NA
"270" "2020-09-26" 7321.1 777 10978.43 944 10659.78 929 4367.96 751 9167.4 906 7614.17 949 "sabato" 26 9 2020 9.42226512226512 11.6296927966102 11.4744671689989 5.81619174434088 10.1185430463576 8.02336143308746 NA
