Vendite	Scontrini	Vendite.1	Scontrini.1	Vendite.2	Scontrini.2	Vendite.3	Scontrini.3	Vendite.4	Scontrini.4	Vendite.5	Scontrini.5	Giorno	day	month	year	newdate
3648.37	433.0	7610.51	781.0			3345.40	714.0	10963.98	1400.0	4261.76	632.0		17	5	2018	2018-05-17
5658.23	682.0	10475.37	1105.0			3082.33	707.0	7449.95	962.0	6959.53	953.0		18	5	2018	2018-05-18
9905.50	1232.0	13102.56	1293.0			3734.85	774.0	9397.00	1119.0	5922.75	791.0		19	5	2018	2018-05-19
7487.55	859.0	10544.06	1018.0			2765.93	567.0	7605.33	876.0	4811.34	594.0		20	5	2018	2018-05-20
3296.59	463.0	7038.16	716.0			2610.00	675.0	4728.93	677.0	4325.44	661.0		21	5	2018	2018-05-21
3974.77	533.0	7052.63	727.0			2831.11	667.0	5567.74	779.0	4760.54	730.0		22	5	2018	2018-05-22
3806.69	540.0	7396.36	758.0			2585.18	702.0	5149.58	787.0	4629.03	761.0		23	5	2018	2018-05-23
3807.01	497.0	7361.92	769.0			2611.28	673.0	5700.65	830.0	4518.62	755.0		24	5	2018	2018-05-24
5972.49	797.0	9781.95	1043.0			3555.65	841.0	7727.77	1054.0	6701.16	1032.0		25	5	2018	2018-05-25
8199.99	1016.0	11614.07	1250.0			3681.59	871.0	8369.03	1116.0	6072.33	916.0		26	5	2018	2018-05-26
8025.91	954.0	9294.83	896.0			2751.33	593.0	7763.68	1018.0	5087.82	716.0		27	5	2018	2018-05-27
3761.81	499.0	6338.13	689.0			2642.11	644.0	5358.20	722.0	4562.87	660.0		28	5	2018	2018-05-28
3754.89	488.0	6699.76	705.0			2858.74	690.0	4958.33	747.0	5075.12	728.0		29	5	2018	2018-05-29
3815.23	494.0	7240.02	787.0			2748.93	675.0	6023.16	728.0	4567.69	676.0		30	5	2018	2018-05-30
		7920.16	803.0			3175.34	740.0	5684.56	779.0	5385.40	753.0		31	5	2018	2018-05-31
10729.37	1325.0	11901.65	1285.0			3747.94	810.0	6954.63	929.0	6282.86	882.0		1	6	2018	2018-06-01
9036.52	1131.0	12432.68	1201.0			3522.85	717.0	7505.85	1002.0	5796.07	760.0		2	6	2018	2018-06-02
7058.94	829.0	9215.64	869.0			2833.35	556.0	6749.73	855.0	5566.05	668.0		3	6	2018	2018-06-03
4108.58	516.0	6287.04	698.0			3087.92	683.0	4840.89	711.0	4004.94	542.0		4	6	2018	2018-06-04
3346.70	457.0	6260.16	688.0			3024.39	718.0			4284.68	656.0		5	6	2018	2018-06-05
3405.19	432.0	6598.55	740.0			2575.59	631.0	10143.17	1460.0	4599.36	688.0		6	6	2018	2018-06-06
4114.45	544.0	8592.38	903.0			4171.08	849.0	5035.30	711.0	4717.53	721.0		7	6	2018	2018-06-07
7004.99	860.0	10593.66	1181.0			3250.61	658.0	8921.55	1147.0	7447.22	1043.0		8	6	2018	2018-06-08
7829.97	946.0	11517.24	1163.0			3147.90	699.0	8094.94	1124.0	5708.14	763.0		9	6	2018	2018-06-09
7273.18	887.0	7411.00	761.0			2621.66	559.0	7292.13	930.0	4164.35	550.0		10	6	2018	2018-06-10
4138.71	527.0	6654.18	760.0			2801.03	626.0	5032.84	716.0	4359.50	626.0		11	6	2018	2018-06-11
4062.12	511.0	8107.47	884.0			2779.41	620.0	5884.07	836.0	3868.37	580.0		12	6	2018	2018-06-12
4654.48	596.0	7690.69	795.0			3155.71	669.0	5697.78	761.0	4927.85	703.0		13	6	2018	2018-06-13
4392.02	554.0	8371.27	843.0			3011.07	634.0	5196.29	731.0	4028.79	629.0		14	6	2018	2018-06-14
5349.58	687.0	9986.32	1084.0			3637.67	837.0	6761.84	927.0	5698.57	743.0		15	6	2018	2018-06-15
7819.33	947.0	11533.12	1204.0			4243.81	855.0	8712.83	1069.0	5300.75	732.0		16	6	2018	2018-06-16
6743.87	793.0	8435.72	873.0			2832.46	633.0	7009.12	953.0	4233.21	545.0		17	6	2018	2018-06-17
3439.43	439.0	6908.36	767.0			3145.06	697.0	4961.27	682.0	3613.50	556.0		18	6	2018	2018-06-18
3131.83	442.0	7164.19	802.0			3022.14	705.0	5179.99	729.0	3139.98	476.0		19	6	2018	2018-06-19
3799.76	500.0	6972.56	799.0			3096.09	751.0	5861.69	810.0	4168.71	609.0		20	6	2018	2018-06-20
4215.12	539.0	8048.22	876.0			3037.16	710.0	5549.78	778.0	4081.65	612.0		21	6	2018	2018-06-21
5180.82	644.0	9778.28	1049.0			3546.22	730.0	7159.94	961.0	5197.18	711.0		22	6	2018	2018-06-22
9287.19	1124.0	10264.22	1016.0			4008.58	865.0	8819.74	1039.0	5380.35	688.0		23	6	2018	2018-06-23
6571.20	824.0	8558.71	861.0			3057.92	653.0	8180.95	972.0	5104.04	654.0		24	6	2018	2018-06-24
4024.82	549.0	7019.29	805.0			2942.37	657.0	6009.84	819.0	4160.08	645.0		25	6	2018	2018-06-25
3907.01	525.0	6284.99	679.0			2589.41	662.0	5034.94	714.0	3426.57	502.0		26	6	2018	2018-06-26
3625.50	500.0	6728.89	758.0			2975.05	698.0	6006.19	804.0	4119.60	582.0		27	6	2018	2018-06-27
4487.91	557.0	7085.59	782.0			2695.93	668.0	6433.31	847.0	3861.21	527.0		28	6	2018	2018-06-28
5597.42	709.0	9937.34	1097.0			3274.78	781.0	6546.78	889.0	4830.31	628.0		29	6	2018	2018-06-29
7202.00	909.0	10075.43	1077.0			3830.80	831.0	7335.07	936.0	4693.08	695.0		30	6	2018	2018-06-30
7659.28	969.0	9776.62	1055.0			3092.13	678.0	7951.11	1091.0	5166.25	817.0		1	7	2018	2018-07-01
4137.55	537.0	6628.33	754.0			2912.40	703.0	5128.83	753.0	4011.75	603.0		2	7	2018	2018-07-02
4335.33	589.0	7144.74	806.0			3121.99	762.0	5313.74	746.0	3834.58	628.0		3	7	2018	2018-07-03
4672.64	607.0	7157.85	763.0			2822.65	639.0	5059.75	720.0	3260.91	471.0		4	7	2018	2018-07-04
4720.18	593.0	7830.54	883.0			2646.74	659.0	5019.54	720.0	3831.59	554.0		5	7	2018	2018-07-05
5913.59	809.0	9443.80	1067.0			3374.95	791.0	6971.02	984.0	5574.49	792.0		6	7	2018	2018-07-06
7888.91	987.0	10325.24	1054.0			3623.97	854.0	8868.09	1069.0	4836.06	686.0		7	7	2018	2018-07-07
8202.48	1019.0	8871.09	891.0			2919.13	638.0	6638.16	879.0	4717.99	599.0		8	7	2018	2018-07-08
4553.53	608.0	6646.93	701.0			3108.44	747.0	5305.42	742.0	3409.07	499.0		9	7	2018	2018-07-09
4990.24	649.0	6914.47	788.0			3125.67	712.0	5737.56	748.0	3856.69	547.0		10	7	2018	2018-07-10
5245.65	712.0	7358.63	842.0			3501.18	741.0	6130.86	886.0	4085.86	629.0		11	7	2018	2018-07-11
4679.48	639.0	8433.12	949.0			2794.35	678.0	5394.48	802.0	4012.67	656.0		12	7	2018	2018-07-12
6378.93	827.0	9235.37	1073.0			4023.00	861.0	6526.38	868.0	4931.15	679.0		13	7	2018	2018-07-13
9140.68	1166.0	10806.74	1137.0			3908.19	830.0	7933.46	1042.0	5983.83	818.0		14	7	2018	2018-07-14
7287.10	863.0	9539.59	898.0			2893.98	609.0	7256.95	870.0	4483.53	604.0		15	7	2018	2018-07-15
5133.67	631.0	7401.10	780.0			3154.61	654.0	5716.26	746.0	3718.67	549.0		16	7	2018	2018-07-16
4946.06	599.0	7383.61	814.0			3072.81	711.0	5032.08	704.0	3294.82	542.0		17	7	2018	2018-07-17
4009.24	556.0	6757.07	771.0			2807.72	679.0	5876.78	787.0	3884.79	598.0		18	7	2018	2018-07-18
4200.32	548.0	7608.32	827.0			3027.11	737.0	5269.62	752.0	4203.65	613.0		19	7	2018	2018-07-19
5537.91	726.0	10515.21	1172.0			3475.80	785.0	7863.53	1017.0	4913.41	730.0		20	7	2018	2018-07-20
11343.91	1461.0	11734.67	1278.0			4131.83	851.0	8747.90	1124.0	5687.36	822.0		21	7	2018	2018-07-21
8685.53	1056.0	9320.23	919.0			3162.26	639.0	7399.81	995.0	4725.62	673.0		22	7	2018	2018-07-22
4615.17	580.0	6449.97	730.0			3215.77	728.0	5705.81	815.0	3861.63	589.0		23	7	2018	2018-07-23
4350.13	561.0	6811.63	757.0			3036.29	693.0	5182.47	759.0	3620.44	521.0		24	7	2018	2018-07-24
4307.40	576.0	6825.95	776.0			2895.91	709.0	5058.43	724.0	3404.41	520.0		25	7	2018	2018-07-25
4242.76	553.0	6865.85	797.0			2499.75	634.0	5543.82	778.0	3983.80	605.0		26	7	2018	2018-07-26
6459.35	923.0	9497.98	1092.0			3389.31	792.0	7484.01	998.0	5624.97	864.0		27	7	2018	2018-07-27
7549.82	965.0	10363.22	1085.0			3545.15	754.0	8156.71	1049.0	5508.78	767.0		28	7	2018	2018-07-28
8056.25	937.0	9571.04	949.0			3216.27	684.0	7395.16	958.0	4880.64	637.0		29	7	2018	2018-07-29
3869.76	535.0	6066.58	698.0			2870.31	718.0	5481.46	813.0	2936.58	492.0		30	7	2018	2018-07-30
4128.90	602.0	6900.25	803.0			2944.94	661.0	5851.21	779.0	3609.86	585.0		31	7	2018	2018-07-31
4355.98	575.0	7621.03	804.0			2841.54	678.0	6227.72	760.0	3840.62	545.0		1	8	2018	2018-08-01
4546.30	584.0	7379.76	795.0			2421.68	602.0	5578.29	783.0	3863.15	537.0		2	8	2018	2018-08-02
5977.00	716.0	9197.11	984.0			3270.59	725.0	6691.65	893.0	4605.56	632.0		3	8	2018	2018-08-03
8061.68	1015.0	10457.33	1052.0			3608.12	847.0	7685.00	972.0	4953.67	707.0		4	8	2018	2018-08-04
6939.15	852.0	8728.24	837.0			2696.51	619.0	7239.87	899.0	4570.04	565.0		5	8	2018	2018-08-05
4711.24	616.0	6473.71	711.0			2634.29	655.0	4526.32	663.0	3820.50	523.0		6	8	2018	2018-08-06
4740.63	625.0	7053.90	761.0			2293.81	582.0	5084.73	724.0	4015.85	548.0		7	8	2018	2018-08-07
3981.68	516.0	6599.45	671.0			2777.92	609.0	5721.02	773.0	3435.86	523.0		8	8	2018	2018-08-08
5311.68	638.0	7546.65	761.0			2660.23	593.0	6121.80	801.0	3523.84	494.0		9	8	2018	2018-08-09
6298.34	748.0	9893.75	1039.0			3277.43	689.0	6827.56	908.0	4462.90	600.0		10	8	2018	2018-08-10
8544.57	1012.0	10064.88	1049.0			3489.31	776.0	7754.39	993.0	4365.70	613.0		11	8	2018	2018-08-11
8092.78	934.0	8332.46	816.0			2855.75	606.0	6654.39	852.0	3668.64	470.0		12	8	2018	2018-08-12
6670.36	734.0	7956.19	799.0			3396.47	696.0	6372.77	803.0	3992.16	587.0		13	8	2018	2018-08-13
6099.26	716.0	7230.85	721.0			3441.08	720.0	6224.98	777.0	3517.05	521.0		14	8	2018	2018-08-14
2542.66	322.0	7203.40	661.0					5941.43	694.0	2637.22	334.0		15	8	2018	2018-08-15
4979.30	632.0	6992.57	714.0			3371.40	724.0	5359.36	710.0	4290.57	592.0		16	8	2018	2018-08-16
5998.54	737.0	8858.12	932.0			3403.76	734.0	6370.79	828.0	4198.68	636.0		17	8	2018	2018-08-17
7250.32	937.0	9109.16	961.0			3612.90	796.0	6689.24	900.0	4681.07	616.0		18	8	2018	2018-08-18
7222.89	859.0	7857.98	800.0			3187.71	714.0	6479.42	786.0	4118.79	547.0		19	8	2018	2018-08-19
5116.13	621.0	7220.64	769.0			3088.77	698.0	5806.17	763.0	3257.60	503.0		20	8	2018	2018-08-20
4663.94	595.0	7486.58	804.0			3324.57	762.0	5418.83	720.0	3370.30	468.0		21	8	2018	2018-08-21
5355.47	634.0	7833.89	815.0			3039.20	701.0	5418.68	763.0	3075.96	483.0		22	8	2018	2018-08-22
5142.18	603.0	7270.70	785.0			2916.98	657.0	5415.71	746.0	3943.13	585.0		23	8	2018	2018-08-23
6453.35	743.0	9881.04	1049.0			3189.41	688.0	6647.05	886.0	4965.31	694.0		24	8	2018	2018-08-24
10030.98	1184.0	11598.23	1168.0			3483.69	779.0	7971.18	982.0	5487.78	696.0		25	8	2018	2018-08-25
7157.78	827.0	9545.82	935.0			2985.72	616.0	6576.88	848.0	4919.19	665.0		26	8	2018	2018-08-26
4904.61	615.0	6877.70	782.0			2821.46	661.0	5403.82	745.0	4381.70	637.0		27	8	2018	2018-08-27
4774.85	608.0	6715.46	753.0			2905.25	657.0	5892.84	817.0	4276.55	656.0		28	8	2018	2018-08-28
5259.39	642.0	7390.28	779.0			2621.86	610.0	5757.76	754.0	4726.73	699.0		29	8	2018	2018-08-29
5286.18	637.0	8760.02	861.0			3155.94	664.0	5618.77	800.0	4568.93	692.0		30	8	2018	2018-08-30
7047.42	822.0	10987.47	1122.0			3205.59	646.0	8047.62	979.0	5267.00	783.0		31	8	2018	2018-08-31
11002.76	1288.0	12913.53	1246.0			3731.24	815.0	10249.33	1171.0	6017.38	786.0		1	9	2018	2018-09-01
9468.30	1076.0	10732.56	979.0			3250.56	615.0	8194.38	984.0	5042.80	674.0		2	9	2018	2018-09-02
5438.30	663.0	7936.88	788.0			3422.08	734.0	5960.49	820.0	5224.28	715.0		3	9	2018	2018-09-03
5511.67	654.0	7982.76	797.0			3439.59	764.0	5579.48	748.0	4395.17	652.0		4	9	2018	2018-09-04
5161.12	640.0	7391.43	764.0			3434.09	750.0	5648.39	769.0	5445.16	840.0		5	9	2018	2018-09-05
5544.57	662.0	8241.01	832.0			3487.31	747.0	5908.62	754.0	3096.04	445.0		6	9	2018	2018-09-06
7398.81	906.0	9229.23	977.0			3322.33	719.0	7735.56	912.0	5563.57	796.0		7	9	2018	2018-09-07
9459.82	1109.0	11962.20	1194.0			3427.11	803.0	9375.13	1076.0	6232.13	832.0		8	9	2018	2018-09-08
7289.20	888.0	9301.25	868.0			3061.86	657.0	8146.40	932.0	5188.42	672.0		9	9	2018	2018-09-09
5406.64	635.0	8451.21	864.0			3238.02	746.0	6523.24	795.0	6303.84	933.0		10	9	2018	2018-09-10
4857.34	601.0	8348.98	867.0			3780.97	797.0	6448.96	817.0	5266.49	782.0		11	9	2018	2018-09-11
5384.57	625.0	8123.67	862.0			3575.93	793.0	6192.53	823.0	7188.44	974.0		12	9	2018	2018-09-12
4490.40	581.0	8760.26	904.0			4038.90	860.0	5558.47	788.0	5437.75	762.0		13	9	2018	2018-09-13
6601.11	817.0	11522.89	1176.0			4492.60	874.0	7657.88	946.0	6661.43	981.0		14	9	2018	2018-09-14
10498.32	1329.0	13086.94	1238.0			4137.26	849.0	9301.28	1067.0	7105.74	961.0		15	9	2018	2018-09-15
7651.89	843.0	10660.24	986.0			3726.79	702.0	7524.42	955.0	5192.62	693.0		16	9	2018	2018-09-16
3997.83	527.0	9117.12	882.0			3950.52	857.0	5551.06	734.0	4644.04	683.0		17	9	2018	2018-09-17
4382.14	573.0	7492.50	780.0			3502.09	769.0	5186.36	686.0	4720.46	718.0		18	9	2018	2018-09-18
4545.87	556.0	7316.63	770.0			3729.13	824.0	5318.45	706.0	5398.00	770.0		19	9	2018	2018-09-19
5310.17	722.0	8377.78	966.0			3961.35	902.0	6155.96	939.0	6492.19	1092.0		20	9	2018	2018-09-20
6338.36	788.0	10458.84	1091.0			4359.62	933.0	8290.86	1085.0	5897.79	921.0		21	9	2018	2018-09-21
9718.48	1188.0	13035.20	1233.0			4489.64	882.0	9724.23	1150.0	6708.36	932.0		22	9	2018	2018-09-22
9163.32	1019.0	10823.31	1040.0			3513.62	694.0	7496.95	941.0	4540.09	615.0		23	9	2018	2018-09-23
3134.57	465.0	6564.27	714.0			3373.69	843.0	5419.22	763.0	3703.10	648.0		24	9	2018	2018-09-24
3856.37	504.0	6712.79	718.0			3488.64	895.0	4865.09	772.0	4084.09	747.0		25	9	2018	2018-09-25
3291.79	473.0	7856.72	856.0			3302.96	859.0	5361.86	758.0	4272.54	747.0		26	9	2018	2018-09-26
3447.94	497.0	7428.48	793.0			3181.28	865.0	5248.81	808.0	4497.67	753.0		27	9	2018	2018-09-27
6218.81	843.0	10824.43	1130.0			4365.44	1019.0	7905.24	1098.0	6385.41	1006.0		28	9	2018	2018-09-28
10134.52	1243.0	13507.11	1334.0			4398.09	973.0	9721.73	1278.0	5877.90	930.0		29	9	2018	2018-09-29
7433.45	934.0	10151.15	951.0			3531.00	817.0	8011.04	967.0	4715.34	732.0		30	9	2018	2018-09-30
3411.98	449.0	6670.90	688.0			3319.16	771.0	5247.63	720.0	3464.00	557.0		1	10	2018	2018-10-01
3655.42	490.0	6963.89	717.0			3464.91	834.0	4669.78	686.0	3989.86	621.0		2	10	2018	2018-10-02
3232.97	457.0	7694.18	756.0			3483.30	831.0	5520.68	738.0	3666.39	621.0		3	10	2018	2018-10-03
3292.07	433.0	7702.00	800.0			3438.99	773.0	5418.77	725.0	4243.78	657.0		4	10	2018	2018-10-04
6061.26	780.0	10869.65	1132.0			4114.17	862.0	7901.84	1010.0	5994.44	873.0		5	10	2018	2018-10-05
10301.24	1264.0	12973.32	1261.0			4086.48	896.0	9362.28	1116.0	7225.68	944.0		6	10	2018	2018-10-06
7958.09	911.0	10376.25	965.0			3217.86	629.0	7491.95	876.0	4199.40	581.0		7	10	2018	2018-10-07
3117.16	420.0	6780.94	723.0			3269.22	776.0	4748.04	689.0	4572.82	654.0		8	10	2018	2018-10-08
2833.49	411.0	7008.58	746.0			3174.18	775.0	4722.86	645.0	3777.60	580.0		9	10	2018	2018-10-09
3772.73	485.0	7651.16	772.0			3145.36	736.0	5077.20	696.0	4082.90	580.0		10	10	2018	2018-10-10
3923.09	486.0	7565.01	770.0			3429.72	783.0	6036.18	792.0	3761.98	543.0		11	10	2018	2018-10-11
6234.45	781.0	11781.05	1187.0			4711.34	953.0	7575.53	1001.0	6296.04	865.0		12	10	2018	2018-10-12
10064.40	1234.0	14860.22	1354.0			4287.04	920.0	10093.46	1211.0	6296.61	866.0		13	10	2018	2018-10-13
7996.11	921.0	11135.41	951.0			3328.94	650.0	8025.68	930.0	4529.39	569.0		14	10	2018	2018-10-14
3396.36	442.0	6960.93	720.0			3626.73	837.0	5052.43	674.0	3516.40	535.0		15	10	2018	2018-10-15
2963.91	407.0	6908.90	736.0			3210.72	743.0	5135.51	715.0	3872.83	598.0		16	10	2018	2018-10-16
3251.35	474.0	7916.16	806.0			3434.29	800.0	4983.81	687.0	4032.31	571.0		17	10	2018	2018-10-17
3147.53	434.0	7520.89	770.0			3283.02	758.0	5744.68	750.0	4505.06	654.0		18	10	2018	2018-10-18
6219.74	779.0	11291.22	1169.0			3845.86	814.0	7879.87	991.0	6194.72	899.0		19	10	2018	2018-10-19
10432.02	1306.0	14240.79	1363.0			4516.62	889.0	10203.17	1221.0	6222.76	858.0		20	10	2018	2018-10-20
7378.48	896.0	11308.14	993.0			3612.65	671.0	7338.60	859.0	4108.06	542.0		21	10	2018	2018-10-21
3391.27	430.0	6742.11	718.0			3131.22	750.0	5034.32	679.0	3240.86	508.0		22	10	2018	2018-10-22
2852.93	417.0	7220.01	778.0			3005.20	737.0	5589.16	706.0	3663.60	526.0		23	10	2018	2018-10-23
3546.94	471.0	7642.56	761.0			3486.45	782.0	5156.66	724.0	5430.23	771.0		24	10	2018	2018-10-24
3248.19	434.0	7280.46	734.0			3055.04	693.0	5757.41	771.0	4228.92	645.0		25	10	2018	2018-10-25
5543.23	663.0	10884.97	1132.0			3514.29	765.0	7399.83	973.0	6502.81	935.0		26	10	2018	2018-10-26
10044.22	1247.0	12955.02	1262.0			3509.42	752.0	9355.44	1129.0	5840.00	773.0		27	10	2018	2018-10-27
8827.94	1106.0	9778.03	906.0			2966.44	596.0	8109.04	941.0	5162.31	636.0		28	10	2018	2018-10-28
2474.46	345.0	6222.72	634.0			2783.65	704.0	4704.98	617.0	3403.63	497.0		29	10	2018	2018-10-29
3519.60	453.0	6940.54	708.0			3217.95	757.0	5413.47	694.0	3997.65	596.0		30	10	2018	2018-10-30
8325.16	1010.0	11661.93	1121.0			4390.58	894.0	9113.04	1168.0	7010.02	867.0		31	10	2018	2018-10-31
8597.04	960.0	11547.96	1050.0			3162.62	623.0	7121.61	819.0	5136.32	668.0		1	11	2018	2018-11-01
7391.63	870.0	10878.37	1103.0			3509.92	690.0	8444.39	1027.0	5114.10	731.0		2	11	2018	2018-11-02
11154.13	1381.0	12737.22	1246.0			3418.92	787.0	9078.65	1065.0	5540.80	769.0		3	11	2018	2018-11-03
8588.40	983.0	10458.15	954.0			3756.85	711.0	6885.34	837.0	4823.57	646.0		4	11	2018	2018-11-04
2919.74	387.0	6398.51	643.0			3310.43	801.0	4479.41	596.0	3478.62	555.0		5	11	2018	2018-11-05
3031.32	383.0	7243.64	720.0			2749.75	691.0	5016.66	625.0	3780.49	540.0		6	11	2018	2018-11-06
3550.98	423.0	7197.38	742.0			3144.55	748.0	4784.96	625.0	4831.68	640.0		7	11	2018	2018-11-07
3832.06	428.0	8407.87	837.0			3184.16	750.0	5016.67	672.0	4008.77	574.0		8	11	2018	2018-11-08
5362.56	669.0	10938.59	1114.0			3894.77	835.0	8207.00	1066.0	6627.14	880.0		9	11	2018	2018-11-09
10044.85	1171.0	15111.10	1432.0			4355.28	894.0	9748.23	1189.0	5995.99	761.0		10	11	2018	2018-11-10
8163.70	903.0	11041.85	1011.0			3327.84	630.0	7850.01	908.0	4421.30	575.0		11	11	2018	2018-11-11
3080.62	394.0	7136.66	737.0			3180.23	722.0	4618.05	620.0	3772.09	571.0		12	11	2018	2018-11-12
3043.98	425.0	8370.48	835.0			3049.25	730.0	4954.09	667.0	4472.70	610.0		13	11	2018	2018-11-13
3639.15	495.0	7753.39	816.0			3208.15	742.0	5428.99	699.0	4892.31	687.0		14	11	2018	2018-11-14
3651.08	467.0	7687.32	785.0			3364.40	762.0	5759.05	715.0	4547.56	605.0		15	11	2018	2018-11-15
6702.27	775.0	12099.34	1170.0			4700.06	957.0	8636.85	1011.0	6186.38	812.0		16	11	2018	2018-11-16
10644.21	1239.0	14375.39	1336.0			4462.44	920.0	10195.55	1176.0	7034.47	881.0		17	11	2018	2018-11-17
9039.46	1005.0	11318.14	927.0			3865.39	663.0	7749.97	915.0	4456.95	555.0		18	11	2018	2018-11-18
3082.87	425.0	6658.21	710.0			3146.55	868.0	4947.46	695.0	3458.53	553.0		19	11	2018	2018-11-19
3705.85	470.0	7610.56	767.0			3382.93	838.0	5469.94	741.0	4111.63	649.0		20	11	2018	2018-11-20
3713.99	513.0	7463.91	789.0			3741.16	904.0	5270.20	754.0	4258.05	702.0		21	11	2018	2018-11-21
3508.52	527.0	8064.71	827.0			4234.96	903.0	5942.73	821.0	5155.70	771.0		22	11	2018	2018-11-22
7524.35	911.0	11712.96	1122.0			4473.83	983.0	8271.15	1061.0	6570.24	1006.0		23	11	2018	2018-11-23
11177.21	1402.0	14672.09	1376.0			4820.43	1058.0	10787.78	1282.0	6660.53	949.0		24	11	2018	2018-11-24
9374.52	1080.0	11955.63	1044.0			3683.70	760.0	8287.46	984.0	5047.97	710.0		25	11	2018	2018-11-25
3393.42	457.0	6498.46	635.0			3088.89	766.0	4344.48	610.0	3383.53	515.0		26	11	2018	2018-11-26
3183.71	422.0	7189.03	735.0			3098.63	749.0	5280.05	689.0	3384.97	535.0		27	11	2018	2018-11-27
3373.34	447.0	7725.16	758.0			3319.85	736.0	5920.38	726.0	3698.44	543.0		28	11	2018	2018-11-28
3530.83	442.0	7723.26	749.0			3462.85	784.0	5389.67	670.0	4461.74	654.0		29	11	2018	2018-11-29
6109.88	750.0	11404.30	1158.0			3717.47	838.0	8482.82	1018.0	7093.92	974.0		30	11	2018	2018-11-30
12529.94	1616.0	15380.97	1538.0			4844.50	1024.0	10629.48	1303.0	7595.52	1138.0		1	12	2018	2018-12-01
9514.84	1013.0	11316.75	984.0			3380.45	676.0	8209.62	934.0	4731.79	614.0		2	12	2018	2018-12-02
3899.27	516.0	6734.97	729.0			3648.86	811.0	4628.74	626.0	4495.85	663.0		3	12	2018	2018-12-03
3560.82	463.0	7323.50	821.0			3153.29	791.0	5141.42	697.0	4435.28	688.0		4	12	2018	2018-12-04
4103.14	510.0	8513.56	858.0			3695.82	765.0	5820.13	772.0	5226.47	725.0		5	12	2018	2018-12-05
3902.90	567.0	9189.58	1020.0			3217.70	805.0	5596.38	755.0	4806.33	803.0		6	12	2018	2018-12-06
6677.34	829.0	12131.85	1240.0			4609.79	985.0	7660.53	995.0	7099.96	1061.0		7	12	2018	2018-12-07
11847.25	1452.0	13966.91	1295.0			4221.52	820.0	8679.64	1072.0	5594.53	795.0		8	12	2018	2018-12-08
8899.40	1016.0	11427.02	993.0			3606.39	615.0	7645.81	813.0	4919.64	640.0		9	12	2018	2018-12-09
3890.35	518.0	8079.91	852.0			3656.76	845.0	4121.21	559.0	4503.67	731.0		10	12	2018	2018-12-10
4457.44	528.0	7321.74	756.0			3465.42	780.0	5580.49	697.0	5112.14	687.0		11	12	2018	2018-12-11
4874.53	613.0	7900.31	833.0			3889.22	899.0	5609.50	737.0	5517.41	891.0		12	12	2018	2018-12-12
4259.87	514.0	8274.90	831.0			3301.26	786.0	5053.22	688.0	4691.45	690.0		13	12	2018	2018-12-13
6461.89	788.0	11087.08	1152.0			4420.14	956.0	8573.13	1068.0	6842.31	959.0		14	12	2018	2018-12-14
12826.12	1475.0	15209.22	1381.0			5114.92	980.0	9225.53	1101.0	7745.06	954.0		15	12	2018	2018-12-15
9954.35	1081.0	10845.60	927.0			3480.74	648.0	8210.84	941.0	4638.41	591.0		16	12	2018	2018-12-16
4377.52	578.0	7788.77	784.0			5276.66	1019.0	5101.97	651.0	4848.45	718.0		17	12	2018	2018-12-17
4803.00	594.0	7920.47	828.0			5465.28	1051.0	6009.27	785.0	6245.72	866.0		18	12	2018	2018-12-18
4539.70	605.0	8565.58	871.0			3430.06	761.0	6036.60	742.0	4697.96	686.0		19	12	2018	2018-12-19
6010.20	782.0	9778.73	1001.0			3876.46	912.0	7356.02	945.0	6424.07	968.0		20	12	2018	2018-12-20
8736.71	1063.0	11934.31	1176.0			5759.82	1060.0	8919.16	1073.0	8466.10	1090.0		21	12	2018	2018-12-21
12007.32	1399.0	14937.71	1352.0			5425.33	1016.0	9407.11	1045.0	7409.99	952.0		22	12	2018	2018-12-22
12037.93	1312.0	10749.87	960.0			3747.02	625.0	7624.40	856.0	6209.39	729.0		23	12	2018	2018-12-23
4571.88	565.0	3747.22	304.0			3936.66	762.0	3047.64	367.0	1675.25	210.0		24	12	2018	2018-12-24
1983.34	257.0	5063.97	493.0					2780.85	327.0	2014.21	263.0		25	12	2018	2018-12-25
8159.14	971.0	10081.51	908.0					6282.93	754.0	4111.28	543.0		26	12	2018	2018-12-26
6821.68	843.0	9555.80	876.0			3729.91	719.0	5684.51	757.0	4108.06	559.0		27	12	2018	2018-12-27
8487.68	997.0	12021.25	1142.0			4055.03	749.0	7709.31	905.0	5470.42	742.0		28	12	2018	2018-12-28
11384.39	1337.0	13131.26	1186.0			4528.19	837.0	8746.81	1057.0	5556.53	714.0		29	12	2018	2018-12-29
9859.58	1101.0	11135.89	955.0			3702.87	653.0	7127.97	780.0	4752.64	558.0		30	12	2018	2018-12-30
2832.30	339.0	3878.31	326.0			2671.77	548.0	2751.94	356.0	1274.51	177.0		31	12	2018	2018-12-31
6750.05	734.0	14396.22	1148.0					7889.26	730.0	5453.05	614.0		1	1	2019	2019-01-01
6737.33	767.0	9332.93	829.0			4039.51	758.0	6070.06	752.0	3980.16	561.0		2	1	2019	2019-01-02
7012.80	796.0	9859.58	914.0			2733.93	638.0	6108.03	781.0	4267.35	572.0		3	1	2019	2019-01-03
7449.76	877.0	11900.83	1105.0			3441.45	680.0	7658.83	925.0	5556.95	777.0		4	1	2019	2019-01-04
