Vendite	Scontrini	Vendite.1	Scontrini.1	Vendite.2	Scontrini.2	Vendite.3	Scontrini.3	Vendite.4	Scontrini.4	Vendite.5	Scontrini.5	Giorno	day	month	year	newdate
7858.44	829.0	9441.14	908.0			3161.74	582.0	6890.10	847.0	7441.47	897.0		24	9	2017	2017-09-24
3252.04	442.0	7007.85	730.0			3088.18	732.0	4688.63	627.0	5158.66	745.0		25	9	2017	2017-09-25
3339.24	443.0	6075.87	646.0			2658.01	671.0	4579.10	686.0	5389.24	734.0		26	9	2017	2017-09-26
3508.80	449.0	5831.01	640.0			3149.58	716.0	4920.60	693.0	5741.39	768.0		27	9	2017	2017-09-27
3819.55	522.0	7114.35	749.0			2999.93	723.0	5373.64	741.0	5804.60	737.0		28	9	2017	2017-09-28
5624.99	668.0	9859.03	1083.0			3570.48	788.0	6671.75	842.0	8097.95	1024.0		29	9	2017	2017-09-29
9320.77	1216.0	11790.04	1179.0			3543.88	709.0	8247.91	1026.0	7501.61	916.0		30	9	2017	2017-09-30
7651.28	881.0	9388.87	877.0			2911.40	574.0	6487.56	759.0	5545.49	691.0		1	10	2017	2017-10-01
3479.51	465.0	6753.69	704.0			2827.02	734.0	4338.53	652.0	3865.35	600.0		2	10	2017	2017-10-02
3286.20	423.0	5962.14	662.0			2803.64	664.0	4630.08	630.0	3654.98	545.0		3	10	2017	2017-10-03
3604.99	466.0	6018.70	642.0			2718.13	677.0	4711.88	666.0	3876.84	533.0		4	10	2017	2017-10-04
3511.44	461.0	7126.69	756.0			3159.03	690.0	4951.52	689.0	4720.63	655.0		5	10	2017	2017-10-05
5382.52	730.0	10573.87	1147.0			3361.10	805.0	6270.24	839.0	6828.52	899.0		6	10	2017	2017-10-06
10004.25	1275.0	11555.43	1174.0			3626.09	792.0	8566.78	1059.0	6547.47	827.0		7	10	2017	2017-10-07
6696.87	750.0	9429.95	845.0			2867.87	601.0	6628.14	770.0	5325.88	670.0		8	10	2017	2017-10-08
3099.42	427.0	5484.64	631.0			3162.55	732.0	4023.49	588.0	3467.88	504.0		9	10	2017	2017-10-09
3212.95	437.0	5707.60	645.0			2871.93	672.0	4456.11	613.0	3932.08	590.0		10	10	2017	2017-10-10
3616.06	479.0	6672.73	713.0			2922.68	703.0	4156.40	598.0	3827.16	538.0		11	10	2017	2017-10-11
3284.83	452.0	6727.75	718.0			2972.48	689.0	4886.10	674.0	5443.85	772.0		12	10	2017	2017-10-12
4814.46	684.0	10329.15	1095.0			3320.74	766.0	6781.37	898.0	6432.71	900.0		13	10	2017	2017-10-13
8865.78	1149.0	11022.03	1123.0			3875.02	796.0	8412.74	1050.0	7085.12	908.0		14	10	2017	2017-10-14
6253.31	769.0	9227.37	803.0			2731.84	574.0	6523.46	761.0	5165.68	657.0		15	10	2017	2017-10-15
3189.89	463.0	6057.87	648.0			2608.65	687.0	3837.32	583.0	3779.83	537.0		16	10	2017	2017-10-16
3296.22	466.0	5626.37	601.0			3299.92	755.0	4685.27	653.0	3694.42	527.0		17	10	2017	2017-10-17
3293.82	481.0	6036.01	651.0			2929.26	721.0	4952.73	671.0	3789.86	570.0		18	10	2017	2017-10-18
3626.06	523.0	6369.18	650.0			3134.93	736.0	5011.99	732.0	4514.99	661.0		19	10	2017	2017-10-19
5358.43	698.0	9722.29	995.0			3445.32	775.0	7161.81	914.0	6064.55	816.0		20	10	2017	2017-10-20
10097.78	1303.0	11984.96	1131.0			4530.20	860.0	9054.32	1139.0	7301.13	1148.0		21	10	2017	2017-10-21
7425.57	881.0	9491.23	869.0			2510.80	553.0	6946.66	802.0	5302.03	674.0		22	10	2017	2017-10-22
3507.26	466.0	5872.81	638.0			3232.27	789.0	3909.21	567.0	3710.10	569.0		23	10	2017	2017-10-23
3404.60	463.0	5913.63	616.0			2847.74	722.0	4794.30	697.0	3869.95	602.0		24	10	2017	2017-10-24
3468.63	468.0	6189.61	650.0			2706.43	651.0	4189.58	629.0	3709.27	569.0		25	10	2017	2017-10-25
3783.32	465.0	7374.60	750.0			2840.72	689.0	5391.98	757.0	4192.78	622.0		26	10	2017	2017-10-26
5548.83	720.0	10625.38	1112.0			3551.64	770.0	6458.93	849.0	6198.12	835.0		27	10	2017	2017-10-27
9361.59	1220.0	12739.27	1213.0			3948.51	798.0	8828.88	1075.0	6610.76	861.0		28	10	2017	2017-10-28
6720.72	805.0	9418.01	830.0			3090.26	590.0	6539.46	758.0	5197.69	623.0		29	10	2017	2017-10-29
3656.82	509.0	6573.23	700.0			3236.45	765.0	4785.32	665.0	4312.34	618.0		30	10	2017	2017-10-30
6620.27	816.0	9105.59	940.0			3725.13	820.0	7457.52	971.0	6215.76	847.0		31	10	2017	2017-10-31
7467.07	847.0	10371.60	913.0			2830.52	564.0	6608.30	757.0	4590.04	617.0		1	11	2017	2017-11-01
2974.63	414.0	6954.28	697.0			2696.70	630.0	4781.27	695.0	3295.71	527.0		2	11	2017	2017-11-02
5173.13	687.0	9290.57	1001.0			3010.35	678.0	6167.04	819.0	5062.42	752.0		3	11	2017	2017-11-03
9647.82	1217.0	11374.07	1141.0			3681.00	787.0	7800.21	976.0	6587.44	830.0		4	11	2017	2017-11-04
6804.14	808.0	8660.91	793.0			2332.18	498.0	6003.45	738.0	3856.44	496.0		5	11	2017	2017-11-05
3243.06	454.0	5712.54	618.0			2921.67	771.0	3930.78	556.0	3270.20	510.0		6	11	2017	2017-11-06
3359.23	444.0	5415.81	583.0			2414.62	622.0	4012.14	631.0	3129.72	493.0		7	11	2017	2017-11-07
3933.08	485.0	6119.34	633.0			2811.11	684.0	4342.39	607.0	4013.86	545.0		8	11	2017	2017-11-08
3218.27	445.0	6632.11	696.0			2956.61	752.0	5270.34	793.0	4128.22	633.0		9	11	2017	2017-11-09
5277.59	674.0	9902.57	1020.0			2991.76	718.0	7343.47	891.0	5544.04	793.0		10	11	2017	2017-11-10
10414.61	1303.0	11935.50	1139.0			3638.26	806.0	8494.79	1022.0	5918.69	733.0		11	11	2017	2017-11-11
8153.60	863.0	9658.34	868.0			2705.03	553.0	6251.78	714.0	4602.01	607.0		12	11	2017	2017-11-12
3138.99	411.0	6315.90	668.0			3075.25	743.0	3950.95	518.0	3589.17	481.0		13	11	2017	2017-11-13
3267.83	457.0	6602.72	712.0			2805.77	713.0	4769.13	634.0	3983.74	537.0		14	11	2017	2017-11-14
3749.49	491.0	7518.22	745.0			3138.36	761.0	5512.52	704.0	4865.49	655.0		15	11	2017	2017-11-15
3503.98	465.0	7505.22	791.0			3333.37	772.0	5161.25	711.0	4713.75	612.0		16	11	2017	2017-11-16
6035.41	744.0	10423.85	1106.0			3182.98	739.0	6879.85	898.0	6842.49	915.0		17	11	2017	2017-11-17
10393.57	1309.0	13204.03	1278.0			4028.77	798.0	8722.83	988.0	6900.97	876.0		18	11	2017	2017-11-18
8490.14	929.0	9757.02	888.0			2605.86	510.0	5976.07	727.0	4849.27	648.0		19	11	2017	2017-11-19
3311.75	463.0	6310.25	670.0			3005.06	723.0	3930.96	561.0	3856.17	538.0		20	11	2017	2017-11-20
3351.43	460.0	6358.36	686.0			2954.91	735.0	4409.77	607.0	3993.48	554.0		21	11	2017	2017-11-21
3306.41	442.0	6629.06	694.0			2726.56	640.0	4332.04	596.0	4285.00	607.0		22	11	2017	2017-11-22
3867.79	492.0	7355.70	771.0			2830.32	657.0	5119.86	681.0	3902.50	492.0		23	11	2017	2017-11-23
6354.08	799.0	9611.47	1054.0			4102.11	823.0	6695.81	913.0	6042.29	840.0		24	11	2017	2017-11-24
9753.00	1256.0	12319.47	1174.0			3698.36	798.0	7709.60	985.0	5280.53	685.0		25	11	2017	2017-11-25
8695.67	1020.0	9379.80	880.0			3327.01	623.0	6367.29	786.0	5997.62	741.0		26	11	2017	2017-11-26
3558.46	460.0	5777.40	630.0			3045.13	701.0	4081.29	568.0	3126.33	501.0		27	11	2017	2017-11-27
3064.90	391.0	5616.85	639.0			3092.17	725.0	3986.64	578.0	3477.48	525.0		28	11	2017	2017-11-28
3596.43	492.0	6709.53	721.0			2900.85	679.0	4233.00	568.0	4098.33	575.0		29	11	2017	2017-11-29
3307.81	431.0	7298.04	737.0			3218.99	686.0	4751.57	613.0	4226.01	623.0		30	11	2017	2017-11-30
6258.88	853.0	11025.64	1264.0			3966.87	946.0	7867.14	1053.0	7461.27	1176.0		1	12	2017	2017-12-01
11544.73	1456.0	12596.78	1213.0			3824.43	847.0	8510.84	1014.0	6180.22	848.0		2	12	2017	2017-12-02
8959.05	1048.0	10310.61	902.0			2692.70	562.0	6521.90	730.0	4847.00	670.0		3	12	2017	2017-12-03
3638.28	498.0	6771.38	745.0			3148.46	766.0	4275.23	589.0	3867.46	608.0		4	12	2017	2017-12-04
3934.86	504.0	6484.03	698.0			3114.80	725.0	4781.40	677.0	3990.05	585.0		5	12	2017	2017-12-05
4223.46	570.0	8532.99	890.0			3507.54	767.0	4979.39	699.0	4367.46	601.0		6	12	2017	2017-12-06
5899.82	804.0	9353.03	999.0			3485.82	843.0	6543.62	959.0	6168.27	919.0		7	12	2017	2017-12-07
9427.54	1160.0	10815.57	1031.0			2817.25	618.0	7465.44	891.0	5037.69	709.0		8	12	2017	2017-12-08
9913.23	1244.0	12465.74	1214.0			3394.19	743.0	7142.79	937.0	6309.36	843.0		9	12	2017	2017-12-09
6357.65	700.0	7788.05	666.0			2276.72	477.0	4878.32	547.0	3665.81	460.0		10	12	2017	2017-12-10
3719.99	459.0	5940.16	634.0			2703.48	632.0	3145.25	442.0	4127.35	564.0		11	12	2017	2017-12-11
3678.11	475.0	6263.50	652.0			2820.17	667.0	4897.38	674.0	4318.59	578.0		12	12	2017	2017-12-12
5299.31	738.0	7058.93	783.0			3198.29	741.0	5304.21	747.0	5032.26	855.0		13	12	2017	2017-12-13
4948.32	638.0	7550.72	771.0			2977.34	694.0	5684.59	720.0	4652.68	674.0		14	12	2017	2017-12-14
6815.21	793.0	10652.66	1084.0			3370.26	784.0	7128.79	905.0	6383.94	913.0		15	12	2017	2017-12-15
11596.67	1429.0	12920.34	1264.0			4405.00	857.0	8796.44	1028.0	6777.67	852.0		16	12	2017	2017-12-16
10242.55	1089.0	11349.21	966.0			3230.61	611.0	7127.26	818.0	5160.52	620.0		17	12	2017	2017-12-17
4957.95	645.0	7052.35	792.0			3193.33	740.0	5027.90	701.0	4187.77	651.0		18	12	2017	2017-12-18
5304.15	680.0	8438.15	850.0			3732.04	802.0	5808.81	765.0	5606.95	807.0		19	12	2017	2017-12-19
5756.60	699.0	7702.90	768.0			3451.33	742.0	5934.94	739.0	4753.47	650.0		20	12	2017	2017-12-20
6304.38	811.0	8644.60	925.0			3601.77	794.0	7209.67	952.0	5632.70	825.0		21	12	2017	2017-12-21
7907.97	968.0	11092.47	1089.0			4441.57	858.0	7827.09	962.0	6948.89	937.0		22	12	2017	2017-12-22
11750.03	1391.0	12606.16	1164.0			4718.82	840.0	9238.57	1047.0	6137.86	772.0		23	12	2017	2017-12-23
4513.28	550.0	3240.32	266.0			2980.59	555.0	2667.43	314.0	1241.10	152.0		24	12	2017	2017-12-24
2332.21	294.0	5099.73	520.0					2214.01	260.0	1187.39	153.0		25	12	2017	2017-12-25
5999.09	746.0	9294.06	862.0					5227.76	664.0	3608.44	439.0		26	12	2017	2017-12-26
6126.17	768.0	7850.06	776.0			3120.45	601.0	4608.30	607.0	3319.81	417.0		27	12	2017	2017-12-27
7294.45	851.0	8940.95	874.0			3448.55	667.0	6125.54	764.0	4081.52	512.0		28	12	2017	2017-12-28
6796.46	741.0	9809.40	974.0			3306.01	659.0	6953.19	883.0	4054.98	546.0		29	12	2017	2017-12-29
9452.56	1150.0	11039.66	1003.0			4050.75	753.0	6644.62	805.0	5394.30	648.0		30	12	2017	2017-12-30
3201.77	356.0	2829.45	226.0			2164.30	440.0	1936.58	253.0	1212.31	147.0		31	12	2017	2017-12-31
7066.70	746.0	11810.11	1010.0					6613.39	640.0	4954.50	569.0		1	1	2018	2018-01-01
5810.33	716.0	8321.91	800.0			3260.10	647.0	5114.86	653.0	3727.63	516.0		2	1	2018	2018-01-02
5884.99	721.0	7757.89	783.0			2706.61	616.0	5275.65	677.0	3785.94	497.0		3	1	2018	2018-01-03
6472.63	725.0	8687.78	814.0			2554.50	552.0	6118.53	739.0	4216.88	529.0		4	1	2018	2018-01-04
7648.11	878.0	11041.07	1067.0			2895.44	612.0	7006.35	825.0	5231.98	677.0		5	1	2018	2018-01-05
11340.10	1302.0	12899.37	1162.0			2894.71	586.0	7693.40	907.0	4656.86	582.0		6	1	2018	2018-01-06
8494.54	890.0	10769.31	927.0			2469.75	524.0	7458.06	731.0	5485.86	580.0		7	1	2018	2018-01-07
3467.94	446.0	6499.42	672.0			2680.04	626.0	4157.70	518.0	3122.16	430.0		8	1	2018	2018-01-08
3887.98	494.0	6583.85	707.0			2765.70	623.0	4462.97	588.0	4277.33	517.0		9	1	2018	2018-01-09
4008.03	520.0	7274.56	700.0			2746.45	648.0	4772.19	620.0	4108.57	585.0		10	1	2018	2018-01-10
4129.93	490.0	7173.31	716.0			2562.93	588.0	5250.48	665.0	4638.22	632.0		11	1	2018	2018-01-11
6342.45	735.0	12082.39	1225.0			3257.31	711.0	7697.01	923.0	7166.60	924.0		12	1	2018	2018-01-12
12433.69	1417.0	14752.73	1358.0			4173.50	769.0	10011.15	1084.0	7288.65	856.0		13	1	2018	2018-01-13
8612.80	922.0	11154.75	952.0			2975.06	557.0	6799.87	754.0	4662.33	531.0		14	1	2018	2018-01-14
3644.10	485.0	6850.76	755.0			3138.36	686.0	4567.89	619.0	4112.80	508.0		15	1	2018	2018-01-15
4192.05	498.0	7202.74	722.0			3007.66	692.0	4924.94	639.0	3996.11	558.0		16	1	2018	2018-01-16
4004.56	506.0	8656.50	865.0			3243.98	706.0	5178.47	655.0	4635.03	635.0		17	1	2018	2018-01-17
4410.01	549.0	8068.41	801.0			3065.98	686.0	5135.04	650.0	4329.15	613.0		18	1	2018	2018-01-18
4893.18	609.0	10681.96	1102.0			3670.24	800.0	7118.07	900.0	7612.37	1007.0		19	1	2018	2018-01-19
10613.10	1294.0	14556.59	1419.0			4435.82	807.0	9946.35	1120.0	6591.52	814.0		20	1	2018	2018-01-20
7910.86	889.0	10831.48	932.0			3039.77	561.0	7133.24	785.0	4896.67	600.0		21	1	2018	2018-01-21
3678.53	461.0	6652.36	705.0			3289.15	777.0	4732.49	639.0	4148.21	563.0		22	1	2018	2018-01-22
3663.95	431.0	7037.93	703.0			3000.37	691.0	5171.74	688.0	3829.89	544.0		23	1	2018	2018-01-23
3884.85	497.0	8048.29	832.0			3339.94	724.0	5147.16	656.0	4259.88	609.0		24	1	2018	2018-01-24
4427.61	570.0	8555.12	877.0			3209.48	693.0	6521.59	808.0	5757.86	828.0		25	1	2018	2018-01-25
5549.85	644.0	11395.18	1200.0			3263.57	716.0	7538.33	929.0	6819.95	915.0		26	1	2018	2018-01-26
10495.95	1319.0	14665.72	1386.0			4085.92	813.0	9462.83	1085.0	6306.36	770.0		27	1	2018	2018-01-27
8330.39	874.0	10588.14	885.0			2892.53	543.0	6502.01	743.0	4605.31	514.0		28	1	2018	2018-01-28
2981.70	369.0	6335.78	647.0			3398.42	694.0	4156.76	581.0	3429.70	480.0		29	1	2018	2018-01-29
3408.43	405.0	6388.99	697.0			2586.57	636.0	4794.47	685.0	4363.81	591.0		30	1	2018	2018-01-30
3647.67	442.0	6592.43	680.0			2806.37	677.0	4807.55	667.0	4134.37	567.0		31	1	2018	2018-01-31
3561.89	427.0	7427.70	803.0			3052.66	720.0	5929.74	763.0	4482.70	613.0		1	2	2018	2018-02-01
5590.96	715.0	10724.48	1088.0			3265.27	757.0	6826.85	886.0	7751.07	959.0		2	2	2018	2018-02-02
9567.06	1205.0	13089.05	1270.0			4417.36	897.0	9994.02	1170.0	6598.29	852.0		3	2	2018	2018-02-03
7576.05	831.0	10726.90	949.0			2730.04	589.0	7139.73	830.0	5365.04	608.0		4	2	2018	2018-02-04
2957.25	363.0	6926.55	716.0			3171.16	708.0	4045.06	589.0	3563.65	484.0		5	2	2018	2018-02-05
2882.22	379.0	7470.31	733.0			2909.65	694.0	4250.17	593.0	3857.58	531.0		6	2	2018	2018-02-06
3542.97	449.0	6807.24	742.0			2767.02	667.0	4943.47	638.0	4650.45	620.0		7	2	2018	2018-02-07
4053.37	519.0	8007.58	807.0			2868.81	690.0	5837.41	729.0	5570.57	738.0		8	2	2018	2018-02-08
5352.62	680.0	10906.91	1148.0			3285.81	756.0	7562.60	954.0	7011.67	861.0		9	2	2018	2018-02-09
10681.09	1305.0	13955.44	1319.0			3875.23	782.0	9086.10	1108.0	7095.59	853.0		10	2	2018	2018-02-10
8536.33	948.0	11140.07	972.0			3217.23	617.0	6982.11	840.0	6662.74	785.0		11	2	2018	2018-02-11
5627.28	705.0	7050.22	726.0			3079.51	759.0	5415.05	756.0	3665.18	512.0		12	2	2018	2018-02-12
5365.25	632.0	6942.81	743.0			2673.49	674.0	4811.39	698.0	3874.61	518.0		13	2	2018	2018-02-13
4162.48	546.0	7963.88	802.0			3534.60	773.0	6104.03	748.0	4954.75	632.0		14	2	2018	2018-02-14
3814.76	502.0	7930.15	813.0			3096.84	693.0	5456.57	706.0	4131.60	569.0		15	2	2018	2018-02-15
5425.50	678.0	10640.83	1114.0			3712.38	804.0	7544.66	904.0	6351.82	894.0		16	2	2018	2018-02-16
10573.13	1295.0	14520.13	1420.0			3718.33	854.0	8413.05	1007.0	6176.80	767.0		17	2	2018	2018-02-17
8589.23	908.0	10561.15	962.0			2866.43	584.0	7429.24	874.0	5375.00	646.0		18	2	2018	2018-02-18
3132.06	415.0	6827.58	706.0			3255.27	765.0	4311.07	632.0	3930.88	596.0		19	2	2018	2018-02-19
3849.66	487.0	6753.71	699.0			3256.23	725.0	4610.12	632.0	4115.43	542.0		20	2	2018	2018-02-20
3951.56	493.0	6870.66	732.0			3065.92	719.0	5786.72	749.0	4383.54	640.0		21	2	2018	2018-02-21
3457.84	455.0	7174.27	743.0			3133.22	725.0	5685.22	753.0	4261.25	595.0		22	2	2018	2018-02-22
4884.72	644.0	10450.80	1126.0			3034.20	747.0	7014.83	910.0	6031.91	787.0		23	2	2018	2018-02-23
10912.22	1314.0	13290.30	1346.0			3829.25	800.0	8990.61	1132.0	6514.28	833.0		24	2	2018	2018-02-24
5508.98	595.0	8862.68	824.0			2691.88	541.0	6362.59	752.0	4081.97	483.0		25	2	2018	2018-02-25
		6806.70	690.0			3077.52	802.0	4671.65	677.0	4707.70	718.0		26	2	2018	2018-02-26
		6667.65	702.0			2886.86	755.0	4742.40	737.0	5161.67	779.0		27	2	2018	2018-02-27
		7967.52	781.0			3267.20	839.0	5581.18	805.0	5982.83	830.0		28	2	2018	2018-02-28
		5024.43	504.0			2694.45	692.0	4028.68	567.0	4578.04	688.0		1	3	2018	2018-03-01
		9287.99	984.0			3133.97	820.0	5457.81	754.0	6559.28	940.0		2	3	2018	2018-03-02
4300.57	576.0	9744.98	961.0			3146.31	791.0	6321.70	851.0	5610.89	766.0		3	3	2018	2018-03-03
8826.69	1032.0	9708.74	953.0			2810.35	642.0	7368.40	896.0	5573.90	762.0		4	3	2018	2018-03-04
4096.38	530.0	7424.16	766.0			3564.49	818.0	4841.46	699.0	4409.39	666.0		5	3	2018	2018-03-05
4034.10	532.0	6811.13	743.0			2751.55	755.0	4832.34	676.0	4776.47	688.0		6	3	2018	2018-03-06
3290.86	463.0	6415.90	701.0			3037.99	753.0	4917.62	683.0	4221.44	589.0		7	3	2018	2018-03-07
4371.61	596.0	8874.56	924.0			2745.13	671.0	6327.57	815.0	5990.26	832.0		8	3	2018	2018-03-08
4957.72	684.0	10614.15	1151.0			3151.34	783.0	6854.54	947.0	7044.58	928.0		9	3	2018	2018-03-09
10674.51	1307.0	13355.34	1394.0			3868.18	844.0	8201.20	1093.0	6610.35	812.0		10	3	2018	2018-03-10
8185.09	952.0	9931.41	905.0			2594.57	529.0	6237.63	772.0	5225.30	626.0		11	3	2018	2018-03-11
3227.26	466.0	6779.96	757.0			3044.48	757.0	4239.99	625.0	4173.68	594.0		12	3	2018	2018-03-12
3461.14	495.0	6436.48	700.0			2805.49	732.0	4290.29	636.0	4519.44	675.0		13	3	2018	2018-03-13
3944.55	565.0	7258.95	804.0			2901.77	723.0	5159.56	742.0	4489.56	594.0		14	3	2018	2018-03-14
3929.03	535.0	6881.51	735.0			2890.44	763.0	5248.45	735.0	4941.19	685.0		15	3	2018	2018-03-15
5893.14	772.0	11083.05	1203.0			3335.57	781.0	7596.44	954.0	7620.56	1060.0		16	3	2018	2018-03-16
11184.22	1400.0	12696.60	1337.0			4134.10	825.0	8823.87	1098.0	6867.98	887.0		17	3	2018	2018-03-17
8012.16	911.0	10172.84	958.0			2708.07	573.0	6708.87	733.0	4940.52	622.0		18	3	2018	2018-03-18
3634.73	486.0	7241.50	741.0			3149.03	751.0	4684.19	644.0	3516.20	550.0		19	3	2018	2018-03-19
3705.34	511.0	6803.31	695.0			3457.59	806.0	4626.25	635.0	4537.21	687.0		20	3	2018	2018-03-20
3334.09	507.0	7148.63	783.0			3267.37	751.0	5180.42	698.0	3514.75	527.0		21	3	2018	2018-03-21
4407.69	604.0	8153.44	915.0			3280.43	748.0	5653.99	805.0	5297.60	847.0		22	3	2018	2018-03-22
5614.42	739.0	10316.36	1128.0			3502.84	861.0	6530.99	899.0	6967.79	983.0		23	3	2018	2018-03-23
11073.64	1431.0	13297.46	1320.0			4109.43	858.0	7939.79	1041.0	6476.64	880.0		24	3	2018	2018-03-24
7957.11	962.0	10818.29	1023.0			2867.20	618.0	8081.59	903.0	4974.39	645.0		25	3	2018	2018-03-25
3648.38	524.0	6844.75	753.0			2658.93	750.0	4458.71	648.0	3241.11	499.0		26	3	2018	2018-03-26
3927.53	557.0	6763.38	717.0			2863.61	721.0	4894.58	686.0	5006.32	744.0		27	3	2018	2018-03-27
4954.21	647.0	7573.18	837.0			3851.62	879.0	5817.63	782.0	5396.11	793.0		28	3	2018	2018-03-28
6326.17	829.0	9836.30	1029.0			2866.57	676.0	6796.57	935.0	4399.24	645.0		29	3	2018	2018-03-29
6101.12	853.0	9718.48	1085.0			3268.40	714.0	6768.76	903.0	5814.79	809.0		30	3	2018	2018-03-30
9493.24	1248.0	10977.74	1131.0			3245.26	764.0	7675.39	988.0	5499.66	716.0		31	3	2018	2018-03-31
2361.32	295.0	5943.49	599.0					3504.49	415.0	2216.18	285.0		1	4	2018	2018-04-01
6482.14	728.0	9801.31	930.0					6662.51	778.0	4372.96	566.0		2	4	2018	2018-04-02
4820.89	588.0	7648.11	767.0			3374.38	721.0	5374.32	719.0	3528.48	494.0		3	4	2018	2018-04-03
3123.61	441.0	6185.77	705.0			2657.02	670.0	4572.72	650.0	4060.03	595.0		4	4	2018	2018-04-04
3560.91	481.0	7258.67	803.0			2768.82	690.0	5009.13	715.0	4533.55	656.0		5	4	2018	2018-04-05
5836.42	799.0	9746.55	1106.0			3547.51	769.0	7159.13	918.0	7411.04	985.0		6	4	2018	2018-04-06
10313.66	1331.0	13744.43	1381.0			3445.37	822.0	8508.52	1133.0	6094.89	799.0		7	4	2018	2018-04-07
6913.30	817.0	9310.51	920.0			2485.00	547.0	5611.14	685.0	4372.99	583.0		8	4	2018	2018-04-08
3715.29	520.0	7035.29	745.0			2871.51	668.0			3755.68	555.0		9	4	2018	2018-04-09
4226.04	538.0	6951.64	740.0			2941.05	692.0			4190.75	630.0		10	4	2018	2018-04-10
3889.28	530.0	7622.80	776.0			3093.36	642.0			4165.11	588.0		11	4	2018	2018-04-11
4791.07	581.0	8269.89	819.0			3149.08	705.0			4842.62	698.0		12	4	2018	2018-04-12
7096.32	932.0	11683.26	1239.0			3836.03	799.0			7158.18	951.0		13	4	2018	2018-04-13
11079.58	1346.0	14311.58	1339.0			4320.07	857.0	7636.44	915.0	6678.18	879.0		14	4	2018	2018-04-14
9628.16	1070.0	11362.06	1058.0			2995.07	604.0	7587.44	875.0	5728.15	715.0		15	4	2018	2018-04-15
3685.08	499.0	7125.15	733.0			2800.65	695.0	5446.98	738.0	4692.54	654.0		16	4	2018	2018-04-16
3732.45	517.0	7471.63	788.0			3002.63	726.0	5943.18	742.0	4959.88	695.0		17	4	2018	2018-04-17
3623.64	497.0	7500.80	766.0			3229.33	782.0	5734.79	744.0	4806.85	665.0		18	4	2018	2018-04-18
4652.02	636.0	8968.11	914.0			3510.86	808.0	6272.44	845.0	5283.81	769.0		19	4	2018	2018-04-19
6041.11	753.0	11438.07	1212.0			3764.25	850.0	7577.24	963.0	6665.91	909.0		20	4	2018	2018-04-20
9100.11	1147.0	12886.42	1226.0			3872.61	846.0	9177.88	1110.0	6119.87	827.0		21	4	2018	2018-04-21
8106.52	936.0	9739.62	878.0			3397.93	688.0	7483.74	861.0	5712.81	686.0		22	4	2018	2018-04-22
3460.24	463.0	7039.57	739.0			2959.00	728.0	4526.34	626.0	4051.13	616.0		23	4	2018	2018-04-23
4677.64	627.0	7902.79	842.0			3481.13	799.0	5997.34	803.0	5144.09	684.0		24	4	2018	2018-04-24
7479.79	870.0	10079.86	982.0			2812.83	605.0	6248.85	771.0	4472.53	552.0		25	4	2018	2018-04-25
3772.51	518.0	6657.44	706.0			2883.49	681.0	4527.82	663.0	4040.75	596.0		26	4	2018	2018-04-26
6238.08	805.0	9994.86	1045.0			3686.89	817.0	7209.81	877.0	6288.76	910.0		27	4	2018	2018-04-27
10309.50	1228.0	12030.84	1152.0			3807.41	776.0	8421.17	1017.0	5726.35	751.0		28	4	2018	2018-04-28
9116.35	1009.0	10057.98	936.0			3114.80	636.0	7454.39	924.0	4748.85	586.0		29	4	2018	2018-04-29
7138.98	824.0	9814.63	949.0			3188.72	738.0	6601.81	823.0	4903.67	664.0		30	4	2018	2018-04-30
7336.00	810.0	11512.06	1016.0			3227.18	640.0	6520.94	799.0	4905.74	585.0		1	5	2018	2018-05-01
3847.32	487.0	6220.85	671.0			3021.10	707.0	4673.36	653.0	3783.44	577.0		2	5	2018	2018-05-02
3802.41	485.0	7457.25	784.0			2678.89	696.0	4795.29	702.0	4165.20	618.0		3	5	2018	2018-05-03
4853.32	617.0	9765.72	1043.0			3531.53	778.0	7387.54	975.0	6705.03	933.0		4	5	2018	2018-05-04
10052.19	1215.0	13169.10	1344.0			3663.79	819.0	9361.05	1156.0	6456.78	874.0		5	5	2018	2018-05-05
6710.58	780.0	9193.95	853.0			2880.95	594.0	5904.49	743.0	5240.57	640.0		6	5	2018	2018-05-06
3388.67	458.0	6247.10	683.0			3083.08	721.0	4976.93	673.0	5615.06	745.0		7	5	2018	2018-05-07
3588.28	460.0	6899.01	721.0			2698.28	658.0	4664.56	614.0	4515.66	641.0		8	5	2018	2018-05-08
3854.49	492.0	7543.77	809.0			2828.02	680.0	4827.71	678.0	4469.81	617.0		9	5	2018	2018-05-09
3976.58	499.0	7556.44	795.0			3361.83	739.0	5560.70	761.0	5355.51	713.0		10	5	2018	2018-05-10
5699.67	685.0	11621.37	1179.0			3578.55	813.0	6772.50	905.0	5470.20	800.0		11	5	2018	2018-05-11
7687.61	937.0	12792.69	1311.0			4252.78	881.0	9447.74	1098.0	5764.24	744.0		12	5	2018	2018-05-12
7416.30	847.0	10156.81	913.0			3035.86	623.0	6848.28	817.0	4933.21	646.0		13	5	2018	2018-05-13
3400.90	444.0	6849.93	713.0			3081.96	731.0	5141.24	701.0				14	5	2018	2018-05-14
4203.03	507.0	7373.80	736.0					4777.20	636.0	8539.28	1219.0		15	5	2018	2018-05-15
3830.85	541.0	8893.71	917.0			6746.36	1523.0			4216.71	608.0		16	5	2018	2018-05-16
