"Vendite_1","Scontrini_1","Vendite_2","Scontrini_2","Vendite_3","Scontrini_3","Vendite_4","Scontrini_4","Vendite_5","Scontrini_5","Vendite_6","Scontrini_6","Giorno","day","month","year","newdate","Scontrino_medio_1","Scontrino_medio_2","Scontrino_medio_3","Scontrino_medio_4","Scontrino_medio_5","Scontrino_medio_6","weekend","matches","Vacanze","INVERNO","PRIMAVERA","ESTATE","AUTUNNO","Eventi.televisivi","FENOMENI","temp_media","sole","precipitazioni","nebbia"
3508.8,449,5831.01,640,NA,NA,3149.58,716,4920.6,693,5741.39,768,"Wednesday",27,9,2017,2017-09-27,7.814699332,9.110953125,NA,4.398854749,7.1004329,7.475768229,0,1,0,0,0,0,1,0,"",20,1,0,0
3819.55,522,7114.35,749,NA,NA,2999.93,723,5373.64,741,5804.6,737,"Thursday",28,9,2017,2017-09-28,7.317145594,9.498464619,NA,4.149280775,7.251875843,7.875983718,0,0,0,0,0,0,1,0,"",20,1,0,0
5624.99,668,9859.03,1083,NA,NA,3570.48,788,6671.75,842,8097.95,1024,"Friday",29,9,2017,2017-09-29,8.420643713,9.103444137,NA,4.53106599,7.923693587,7.908154297,0,0,0,0,0,0,1,0,"",19,1,0,0
9320.77,1216,11790.04,1179,NA,NA,3543.88,709,8247.91,1026,7501.61,916,"Saturday",30,9,2017,2017-09-30,7.665106908,10.00003393,NA,4.99842031,8.038898635,8.189530568,1,1,1,0,0,0,1,0,"",19,1,0,0
7651.28,881,9388.87,877,NA,NA,2911.4,574,6487.56,759,5545.49,691,"Sunday",1,10,2017,2017-10-01,8.68476731,10.70566705,NA,5.072125436,8.547509881,8.025311143,1,1,1,0,0,0,1,0,"precipitazioni",15,0,1,0
3479.51,465,6753.69,704,NA,NA,2827.02,734,4338.53,652,3865.35,600,"Monday",2,10,2017,2017-10-02,7.482817204,9.593309659,NA,3.851525886,6.654187117,6.44225,0,0,0,0,0,0,1,0,"",17,1,0,0
3286.2,423,5962.14,662,NA,NA,2803.64,664,4630.08,630,3654.98,545,"Tuesday",3,10,2017,2017-10-03,7.768794326,9.006253776,NA,4.222349398,7.349333333,6.706385321,0,0,0,0,0,0,1,0,"",17,1,0,0
3604.99,466,6018.7,642,NA,NA,2718.13,677,4711.88,666,3876.84,533,"Wednesday",4,10,2017,2017-10-04,7.736030043,9.374922118,NA,4.014963072,7.074894895,7.273621013,0,0,0,0,0,0,1,0,"",18,1,0,0
3511.44,461,7126.69,756,NA,NA,3159.03,690,4951.52,689,4720.63,655,"Thursday",5,10,2017,2017-10-05,7.617006508,9.426838624,NA,4.578304348,7.186531205,7.207068702,0,0,0,0,0,0,1,0,"",19,1,0,0
5382.52,730,10573.87,1147,NA,NA,3361.1,805,6270.24,839,6828.52,899,"Friday",6,10,2017,2017-10-06,7.373315068,9.218718396,NA,4.175279503,7.473468415,7.595684093,0,0,0,0,0,0,1,0,"",20,1,0,0
10004.25,1275,11555.43,1174,NA,NA,3626.09,792,8566.78,1059,6547.47,827,"Saturday",7,10,2017,2017-10-07,7.846470588,9.842785349,NA,4.578396465,8.089499528,7.91713422,1,0,1,0,0,0,1,0,"",18,1,0,0
6696.87,750,9429.95,845,NA,NA,2867.87,601,6628.14,770,5325.88,670,"Sunday",8,10,2017,2017-10-08,8.92916,11.15970414,NA,4.771830283,8.607974026,7.949074627,1,0,1,0,0,0,1,0,"",18,1,0,0
3099.42,427,5484.64,631,NA,NA,3162.55,732,4023.49,588,3467.88,504,"Monday",9,10,2017,2017-10-09,7.258594848,8.691980983,NA,4.320423497,6.842670068,6.880714286,0,0,0,0,0,0,1,0,"",17,1,0,0
3212.95,437,5707.6,645,NA,NA,2871.93,672,4456.11,613,3932.08,590,"Tuesday",10,10,2017,2017-10-10,7.35228833,8.848992248,NA,4.273705357,7.269347471,6.664542373,0,0,0,0,0,0,1,0,"",18,1,0,0
3616.06,479,6672.73,713,NA,NA,2922.68,703,4156.4,598,3827.16,538,"Wednesday",11,10,2017,2017-10-11,7.549185804,9.358667602,NA,4.157439545,6.950501672,7.113680297,0,0,0,0,0,0,1,0,"",18,1,0,0
3284.83,452,6727.75,718,NA,NA,2972.48,689,4886.1,674,5443.85,772,"Thursday",12,10,2017,2017-10-12,7.267323009,9.370125348,NA,4.314194485,7.249406528,7.051619171,0,0,0,0,0,0,1,0,"",19,1,0,0
4814.46,684,10329.15,1095,NA,NA,3320.74,766,6781.37,898,6432.71,900,"Friday",13,10,2017,2017-10-13,7.038684211,9.433013699,NA,4.335169713,7.551636971,7.147455556,0,0,0,0,0,0,1,0,"",19,1,0,0
8865.78,1149,11022.03,1123,NA,NA,3875.02,796,8412.74,1050,7085.12,908,"Saturday",14,10,2017,2017-10-14,7.716083551,9.814808549,NA,4.868115578,8.012133333,7.802995595,1,1,1,0,0,0,1,0,"",19,1,0,0
6253.31,769,9227.37,803,NA,NA,2731.84,574,6523.46,761,5165.68,657,"Sunday",15,10,2017,2017-10-15,8.131742523,11.4911208,NA,4.759303136,8.572220762,7.862526636,1,1,1,0,0,0,1,0,"",20,1,0,0
3189.89,463,6057.87,648,NA,NA,2608.65,687,3837.32,583,3779.83,537,"Monday",16,10,2017,2017-10-16,6.889611231,9.348564815,NA,3.797161572,6.582024014,7.038789572,0,1,0,0,0,0,1,0,"",20,1,0,0
3296.22,466,5626.37,601,NA,NA,3299.92,755,4685.27,653,3694.42,527,"Tuesday",17,10,2017,2017-10-17,7.073433476,9.361680532,NA,4.370754967,7.174992343,7.01028463,0,1,0,0,0,0,1,0,"",18,1,0,0
3293.82,481,6036.01,651,NA,NA,2929.26,721,4952.73,671,3789.86,570,"Wednesday",18,10,2017,2017-10-18,6.847858628,9.271904762,NA,4.062773925,7.381117735,6.648877193,0,1,0,0,0,0,1,0,"",16,1,0,0
3626.06,523,6369.18,650,NA,NA,3134.93,736,5011.99,732,4514.99,661,"Thursday",19,10,2017,2017-10-19,6.933193117,9.798738462,NA,4.259415761,6.846980874,6.830544629,0,0,0,0,0,0,1,0,"nebbia ",13,0,0,1
5358.43,698,9722.29,995,NA,NA,3445.32,775,7161.81,914,6064.55,816,"Friday",20,10,2017,2017-10-20,7.676833811,9.771145729,NA,4.445574194,7.835678337,7.432046569,0,0,0,0,0,0,1,0,"",12,1,0,0
10097.78,1303,11984.96,1131,NA,NA,4530.2,860,9054.32,1139,7301.13,1148,"Saturday",21,10,2017,2017-10-21,7.749639294,10.59678161,NA,5.267674419,7.949359087,6.359869338,1,1,1,0,0,0,1,0,"",14,1,0,0
7425.57,881,9491.23,869,NA,NA,2510.8,553,6946.66,802,5302.03,674,"Sunday",22,10,2017,2017-10-22,8.428569807,10.92201381,NA,4.540325497,8.661670823,7.866513353,1,1,1,0,0,0,1,0,"precipitazioni",13,0,1,0
3507.26,466,5872.81,638,NA,NA,3232.27,789,3909.21,567,3710.1,569,"Monday",23,10,2017,2017-10-23,7.526309013,9.205031348,NA,4.096666667,6.894550265,6.520386643,0,0,0,0,0,0,1,0,"",16,1,0,0
3404.6,463,5913.63,616,NA,NA,2847.74,722,4794.3,697,3869.95,602,"Tuesday",24,10,2017,2017-10-24,7.353347732,9.600048701,NA,3.944238227,6.878479197,6.428488372,0,1,0,0,0,0,1,0,"",15,1,0,0
3468.63,468,6189.61,650,NA,NA,2706.43,651,4189.58,629,3709.27,569,"Wednesday",25,10,2017,2017-10-25,7.411602564,9.522476923,NA,4.15734255,6.660699523,6.518927944,0,1,0,0,0,0,1,0,"",13,1,0,0
3783.32,465,7374.6,750,NA,NA,2840.72,689,5391.98,757,4192.78,622,"Thursday",26,10,2017,2017-10-26,8.136172043,9.8328,NA,4.122960813,7.122826948,6.740803859,0,0,0,0,0,0,1,0,"",16,1,0,0
5548.83,720,10625.38,1112,NA,NA,3551.64,770,6458.93,849,6198.12,835,"Friday",27,10,2017,2017-10-27,7.706708333,9.555197842,NA,4.612519481,7.607691402,7.422898204,0,0,0,0,0,0,1,0,"",16,1,0,0
9361.59,1220,12739.27,1213,NA,NA,3948.51,798,8828.88,1075,6610.76,861,"Saturday",28,10,2017,2017-10-28,7.673434426,10.50228359,NA,4.948007519,8.212911628,7.678002323,1,1,1,0,0,0,1,0,"",14,1,0,0
6720.72,805,9418.01,830,NA,NA,3090.26,590,6539.46,758,5197.69,623,"Sunday",29,10,2017,2017-10-29,8.348720497,11.347,NA,5.237728814,8.627255937,8.343001605,1,1,1,0,0,0,1,0,"",20,1,0,0
3656.82,509,6573.23,700,NA,NA,3236.45,765,4785.32,665,4312.34,618,"Monday",30,10,2017,2017-10-30,7.1843222,9.390328571,NA,4.230653595,7.195969925,6.97789644,0,1,0,0,0,0,1,0,"",14,1,0,0
6620.27,816,9105.59,940,NA,NA,3725.13,820,7457.52,971,6215.76,847,"Tuesday",31,10,2017,2017-10-31,8.11307598,9.686797872,NA,4.542841463,7.680247168,7.338559622,0,1,0,0,0,0,1,0,"",13,1,0,0
7467.07,847,10371.6,913,NA,NA,2830.52,564,6608.3,757,4590.04,617,"Wednesday",1,11,2017,2017-11-01,8.815903188,11.35991238,NA,5.018652482,8.729590489,7.439286872,0,1,1,0,0,0,1,0,"",12,1,0,0
2974.63,414,6954.28,697,NA,NA,2696.7,630,4781.27,695,3295.71,527,"Thursday",2,11,2017,2017-11-02,7.185096618,9.977446198,NA,4.28047619,6.87952518,6.253719165,0,0,0,0,0,0,1,0,"",12,1,0,0
5173.13,687,9290.57,1001,NA,NA,3010.35,678,6167.04,819,5062.42,752,"Friday",3,11,2017,2017-11-03,7.530029112,9.281288711,NA,4.440044248,7.52996337,6.731941489,0,0,0,0,0,0,1,0,"",14,1,0,0
9647.82,1217,11374.07,1141,NA,NA,3681,787,7800.21,976,6587.44,830,"Saturday",4,11,2017,2017-11-04,7.927543139,9.968510079,NA,4.6772554,7.992018443,7.936674699,1,1,1,0,0,0,1,0,"precipitazioni",12,0,1,0
6804.14,808,8660.91,793,NA,NA,2332.18,498,6003.45,738,3856.44,496,"Sunday",5,11,2017,2017-11-05,8.420965347,10.9217024,NA,4.683092369,8.134756098,7.775080645,1,1,1,0,0,0,1,0,"precipitazioni",12,0,1,0
3243.06,454,5712.54,618,NA,NA,2921.67,771,3930.78,556,3270.2,510,"Monday",6,11,2017,2017-11-06,7.143303965,9.243592233,NA,3.789455253,7.069748201,6.412156863,0,0,0,0,0,0,1,0,"precipitazioni",9,0,1,0
3359.23,444,5415.81,583,NA,NA,2414.62,622,4012.14,631,3129.72,493,"Tuesday",7,11,2017,2017-11-07,7.565833333,9.289554031,NA,3.882025723,6.358383518,6.34831643,0,0,0,0,0,0,1,0,"precipitazioni",9,0,1,0
3933.08,485,6119.34,633,NA,NA,2811.11,684,4342.39,607,4013.86,545,"Wednesday",8,11,2017,2017-11-08,8.109443299,9.667203791,NA,4.109809942,7.153855025,7.364880734,0,0,0,0,0,0,1,0,"precipitazioni",10,0,1,0
3218.27,445,6632.11,696,NA,NA,2956.61,752,5270.34,793,4128.22,633,"Thursday",9,11,2017,2017-11-09,7.232067416,9.528893678,NA,3.931662234,6.646078184,6.521674566,0,0,0,0,0,0,1,0,"precipitazioni",10,0,1,0
5277.59,674,9902.57,1020,NA,NA,2991.76,718,7343.47,891,5544.04,793,"Friday",10,11,2017,2017-11-10,7.830252226,9.708401961,NA,4.166796657,8.241829405,6.991223203,0,0,0,0,0,0,1,0,"nebbia ",10,0,0,1
10414.61,1303,11935.5,1139,NA,NA,3638.26,806,8494.79,1022,5918.69,733,"Saturday",11,11,2017,2017-11-11,7.992793553,10.47892888,NA,4.513970223,8.311927593,8.074611187,1,0,1,0,0,0,1,0,"nebbia ",9,0,0,1
8153.6,863,9658.34,868,NA,NA,2705.03,553,6251.78,714,4602.01,607,"Sunday",12,11,2017,2017-11-12,9.44797219,11.12711982,NA,4.891555154,8.755994398,7.581565074,1,0,1,0,0,0,1,0,"nebbia ",8,0,0,1
3138.99,411,6315.9,668,NA,NA,3075.25,743,3950.95,518,3589.17,481,"Monday",13,11,2017,2017-11-13,7.637445255,9.45494012,NA,4.138963661,7.627316602,7.461891892,0,0,0,0,0,0,1,0,"precipitazioni",7,0,1,0
3267.83,457,6602.72,712,NA,NA,2805.77,713,4769.13,634,3983.74,537,"Tuesday",14,11,2017,2017-11-14,7.150612691,9.273483146,NA,3.93516129,7.522287066,7.418510242,0,0,0,0,0,0,1,0,"",8,1,0,0
3749.49,491,7518.22,745,NA,NA,3138.36,761,5512.52,704,4865.49,655,"Wednesday",15,11,2017,2017-11-15,7.636435845,10.09157047,NA,4.123994744,7.830284091,7.428229008,0,0,0,0,0,0,1,0,"",7,1,0,0
3503.98,465,7505.22,791,NA,NA,3333.37,772,5161.25,711,4713.75,612,"Thursday",16,11,2017,2017-11-16,7.53544086,9.488268015,NA,4.317836788,7.259142053,7.702205882,0,0,0,0,0,0,1,0,"",9,1,0,0
6035.41,744,10423.85,1106,NA,NA,3182.98,739,6879.85,898,6842.49,915,"Friday",17,11,2017,2017-11-17,8.112110215,9.424819168,NA,4.30714479,7.661302895,7.478131148,0,0,0,0,0,0,1,0,"",8,1,0,0
10393.57,1309,13204.03,1278,NA,NA,4028.77,798,8722.83,988,6900.97,876,"Saturday",18,11,2017,2017-11-18,7.940084034,10.33179186,NA,5.04858396,8.828775304,7.877819635,1,1,1,0,0,0,1,0,"",8,1,0,0
8490.14,929,9757.02,888,NA,NA,2605.86,510,5976.07,727,4849.27,648,"Sunday",19,11,2017,2017-11-19,9.139009688,10.98763514,NA,5.109529412,8.220178817,7.483441358,1,1,1,0,0,0,1,0,"",9,1,0,0
3311.75,463,6310.25,670,NA,NA,3005.06,723,3930.96,561,3856.17,538,"Monday",20,11,2017,2017-11-20,7.152807775,9.418283582,NA,4.15637621,7.007058824,7.16760223,0,1,0,0,0,0,1,0,"",6,1,0,0
3351.43,460,6358.36,686,NA,NA,2954.91,735,4409.77,607,3993.48,554,"Tuesday",21,11,2017,2017-11-21,7.285717391,9.268746356,NA,4.020285714,7.264859967,7.208447653,0,1,0,0,0,0,1,0,"",9,1,0,0
3306.41,442,6629.06,694,NA,NA,2726.56,640,4332.04,596,4285,607,"Wednesday",22,11,2017,2017-11-22,7.480565611,9.551959654,NA,4.26025,7.26852349,7.059308072,0,1,0,0,0,0,1,0,"",7,1,0,0
3867.79,492,7355.7,771,NA,NA,2830.32,657,5119.86,681,3902.5,492,"Thursday",23,11,2017,2017-11-23,7.861361789,9.540466926,NA,4.307945205,7.51814978,7.931910569,0,0,0,0,0,0,1,0,"",9,1,0,0
6354.08,799,9611.47,1054,NA,NA,4102.11,823,6695.81,913,6042.29,840,"Friday",24,11,2017,2017-11-24,7.952540676,9.119041746,NA,4.984337789,7.333855422,7.193202381,0,0,0,0,0,0,1,0,"",9,1,0,0
9753,1256,12319.47,1174,NA,NA,3698.36,798,7709.6,985,5280.53,685,"Saturday",25,11,2017,2017-11-25,7.765127389,10.49358603,NA,4.634536341,7.827005076,7.70880292,1,1,1,0,0,0,1,0,"precipitazioni",8,0,1,0
8695.67,1020,9379.8,880,NA,NA,3327.01,623,6367.29,786,5997.62,741,"Sunday",26,11,2017,2017-11-26,8.525166667,10.65886364,NA,5.340304976,8.100877863,8.093954116,1,1,1,0,0,0,1,0,"",7,1,0,0
3558.46,460,5777.4,630,NA,NA,3045.13,701,4081.29,568,3126.33,501,"Monday",27,11,2017,2017-11-27,7.735782609,9.17047619,NA,4.343980029,7.185369718,6.240179641,0,1,0,0,0,0,1,0,"",5,1,0,0
3064.9,391,5616.85,639,NA,NA,3092.17,725,3986.64,578,3477.48,525,"Tuesday",28,11,2017,2017-11-28,7.838618926,8.790062598,NA,4.265062069,6.897301038,6.623771429,0,0,0,0,0,0,1,0,"",3,1,0,0
3596.43,492,6709.53,721,NA,NA,2900.85,679,4233,568,4098.33,575,"Wednesday",29,11,2017,2017-11-29,7.309817073,9.305866852,NA,4.272238586,7.452464789,7.127530435,0,0,0,0,0,0,1,0,"precipitazioni",3,0,1,0
3307.81,431,7298.04,737,NA,NA,3218.99,686,4751.57,613,4226.01,623,"Thursday",30,11,2017,2017-11-30,7.674733179,9.902360923,NA,4.692405248,7.751337684,6.783322632,0,0,0,0,0,0,1,0,"",6,1,0,0
6258.88,853,11025.64,1264,NA,NA,3966.87,946,7867.14,1053,7461.27,1176,"Friday",1,12,2017,2017-12-01,7.337491208,8.722816456,NA,4.193308668,7.471168091,6.344617347,0,1,0,0,0,0,1,0,"",2,1,0,0
11544.73,1456,12596.78,1213,NA,NA,3824.43,847,8510.84,1014,6180.22,848,"Saturday",2,12,2017,2017-12-02,7.929072802,10.38481451,NA,4.515265643,8.393333333,7.287995283,1,1,1,0,0,0,1,0,"precipitazioni",3,0,1,0
8959.05,1048,10310.61,902,NA,NA,2692.7,562,6521.9,730,4847,670,"Sunday",3,12,2017,2017-12-03,8.548711832,11.43083149,NA,4.791281139,8.934109589,7.234328358,1,1,1,0,0,0,1,0,"",2,1,0,0
3638.28,498,6771.38,745,NA,NA,3148.46,766,4275.23,589,3867.46,608,"Monday",4,12,2017,2017-12-04,7.305783133,9.089100671,NA,4.110261097,7.258455008,6.360953947,0,1,0,0,0,0,1,0,"",3,1,0,0
3934.86,504,6484.03,698,NA,NA,3114.8,725,4781.4,677,3990.05,585,"Tuesday",5,12,2017,2017-12-05,7.807261905,9.289441261,NA,4.296275862,7.062629247,6.820598291,0,1,0,0,0,0,1,0,"",3,1,0,0
4223.46,570,8532.99,890,NA,NA,3507.54,767,4979.39,699,4367.46,601,"Wednesday",6,12,2017,2017-12-06,7.409578947,9.587629213,NA,4.573063885,7.123590844,7.266988353,0,1,0,0,0,0,1,0,"",5,1,0,0
5899.82,804,9353.03,999,NA,NA,3485.82,843,6543.62,959,6168.27,919,"Thursday",7,12,2017,2017-12-07,7.338084577,9.362392392,NA,4.135017794,6.823378519,6.711936888,0,0,0,0,0,0,1,0,"",4,1,0,0
9427.54,1160,10815.57,1031,NA,NA,2817.25,618,7465.44,891,5037.69,709,"Friday",8,12,2017,2017-12-08,8.127189655,10.49036857,NA,4.558656958,8.378720539,7.105345557,0,0,1,0,0,0,1,0,"",3,1,0,0
9913.23,1244,12465.74,1214,NA,NA,3394.19,743,7142.79,937,6309.36,843,"Saturday",9,12,2017,2017-12-09,7.968834405,10.2683196,NA,4.568223419,7.623041622,7.484412811,1,1,1,0,0,0,1,0,"",5,1,0,0
6357.65,700,7788.05,666,NA,NA,2276.72,477,4878.32,547,3665.81,460,"Sunday",10,12,2017,2017-12-10,9.082357143,11.69376877,NA,4.772997904,8.918318099,7.969152174,1,1,1,0,0,0,1,0,"precipitazioni",-1,0,1,0
3719.99,459,5940.16,634,NA,NA,2703.48,632,3145.25,442,4127.35,564,"Monday",11,12,2017,2017-12-11,8.104553377,9.369337539,NA,4.277658228,7.115950226,7.317996454,0,1,0,0,0,0,1,0,"precipitazioni",0,0,1,0
3678.11,475,6263.5,652,NA,NA,2820.17,667,4897.38,674,4318.59,578,"Tuesday",12,12,2017,2017-12-12,7.743389474,9.606595092,NA,4.22814093,7.266142433,7.471608997,0,1,0,0,0,0,1,0,"",1,1,0,0
5299.31,738,7058.93,783,NA,NA,3198.29,741,5304.21,747,5032.26,855,"Wednesday",13,12,2017,2017-12-13,7.180636856,9.015236271,NA,4.316180837,7.100682731,5.885684211,0,0,0,0,0,0,1,0,"nebbia ",2,0,0,1
4948.32,638,7550.72,771,NA,NA,2977.34,694,5684.59,720,4652.68,674,"Thursday",14,12,2017,2017-12-14,7.755987461,9.793411154,NA,4.290115274,7.895263889,6.903086053,0,0,0,0,0,0,1,0,"",4,1,0,0
6815.21,793,10652.66,1084,NA,NA,3370.26,784,7128.79,905,6383.94,913,"Friday",15,12,2017,2017-12-15,8.594211854,9.827177122,NA,4.29880102,7.877116022,6.992267251,0,0,0,0,0,0,1,0,"nebbia ",2,0,0,1
11596.67,1429,12920.34,1264,NA,NA,4405,857,8796.44,1028,6777.67,852,"Saturday",16,12,2017,2017-12-16,8.11523443,10.22178797,NA,5.140023337,8.556848249,7.955011737,1,1,1,0,0,0,1,0,"",2,1,0,0
10242.55,1089,11349.21,966,NA,NA,3230.61,611,7127.26,818,5160.52,620,"Sunday",17,12,2017,2017-12-17,9.405463728,11.7486646,NA,5.287414075,8.713031785,8.323419355,1,1,1,0,0,0,1,0,"",3,1,0,0
4957.95,645,7052.35,792,NA,NA,3193.33,740,5027.9,701,4187.77,651,"Monday",18,12,2017,2017-12-18,7.686744186,8.904482323,NA,4.315310811,7.172467903,6.432826421,0,0,0,0,0,0,1,0,"",1,1,0,0
5304.15,680,8438.15,850,NA,NA,3732.04,802,5808.81,765,5606.95,807,"Tuesday",19,12,2017,2017-12-19,7.800220588,9.927235294,NA,4.653416459,7.593215686,6.947893432,0,0,0,0,0,0,1,0,"",1,1,0,0
5756.6,699,7702.9,768,NA,NA,3451.33,742,5934.94,739,4753.47,650,"Wednesday",20,12,2017,2017-12-20,8.235479256,10.02981771,NA,4.65138814,8.031041949,7.313030769,0,0,0,0,0,0,1,0,"",0,1,0,0
6304.38,811,8644.6,925,NA,NA,3601.77,794,7209.67,952,5632.7,825,"Thursday",21,12,2017,2017-12-21,7.773588163,9.345513514,NA,4.536234257,7.573182773,6.827515152,0,0,0,1,0,0,0,0,"",1,1,0,0
7907.97,968,11092.47,1089,NA,NA,4441.57,858,7827.09,962,6948.89,937,"Friday",22,12,2017,2017-12-22,8.169390496,10.18592287,NA,5.176655012,8.136268191,7.416104589,0,1,0,1,0,0,0,0,"",1,1,0,0
11750.03,1391,12606.16,1164,NA,NA,4718.82,840,9238.57,1047,6137.86,772,"Saturday",23,12,2017,2017-12-23,8.447181884,10.83003436,NA,5.617642857,8.823849093,7.950595855,1,1,1,1,0,0,0,0,"",3,1,0,0
4513.28,550,3240.32,266,NA,NA,2980.59,555,2667.43,314,1241.1,152,"Sunday",24,12,2017,2017-12-24,8.205963636,12.18165414,NA,5.370432432,8.495,8.165131579,1,0,1,1,0,0,0,0,"",4,1,0,0
2332.21,294,5099.73,520,NA,NA,3335.996859,727.9916357,2214.01,260,1187.39,153,"Monday",25,12,2017,2017-12-25,7.932687075,9.807173077,NA,4.574905234,8.515423077,7.760718954,0,0,1,1,0,0,0,0,"",7,1,0,0
5999.09,746,9294.06,862,NA,NA,3335.996859,727.9916357,5227.76,664,3608.44,439,"Tuesday",26,12,2017,2017-12-26,8.041675603,10.78197216,NA,4.574905234,7.87313253,8.219681093,0,0,1,1,0,0,0,0,"precipitazioni",4,0,1,0
6126.17,768,7850.06,776,NA,NA,3120.45,601,4608.3,607,3319.81,417,"Wednesday",27,12,2017,2017-12-27,7.976783854,10.1160567,NA,5.192096506,7.591927512,7.96117506,0,0,1,1,0,0,0,0,"precipitazioni",4,0,1,0
7294.45,851,8940.95,874,NA,NA,3448.55,667,6125.54,764,4081.52,512,"Thursday",28,12,2017,2017-12-28,8.571621622,10.22991991,NA,5.17023988,8.017722513,7.97171875,0,0,1,1,0,0,0,0,"precipitazioni",7,0,1,0
6796.46,741,9809.4,974,NA,NA,3306.01,659,6953.19,883,4054.98,546,"Friday",29,12,2017,2017-12-29,9.172010796,10.07125257,NA,5.016707132,7.874507361,7.426703297,0,1,1,1,0,0,0,0,"",4,1,0,0
9452.56,1150,11039.66,1003,NA,NA,4050.75,753,6644.62,805,5394.3,648,"Saturday",30,12,2017,2017-12-30,8.219617391,11.00664008,NA,5.379482072,8.254186335,8.324537037,1,1,1,1,0,0,0,0,"",4,1,0,0
3201.77,356,2829.45,226,NA,NA,2164.3,440,1936.58,253,1212.31,147,"Sunday",31,12,2017,2017-12-31,8.993735955,12.51969027,NA,4.918863636,7.654466403,8.247006803,1,0,1,1,0,0,0,0,"",3,1,0,0
7066.7,746,11810.11,1010,NA,NA,3335.996859,727.9916357,6613.39,640,4954.5,569,"Monday",1,1,2018,2018-01-01,9.472788204,11.69317822,NA,4.574905234,10.33342188,8.707381371,0,0,1,1,0,0,0,0,"precipitazioni",3,0,1,0
5810.33,716,8321.91,800,NA,NA,3260.1,647,5114.86,653,3727.63,516,"Tuesday",2,1,2018,2018-01-02,8.114986034,10.4023875,NA,5.038794436,7.832863706,7.224089147,0,0,1,1,0,0,0,0,"",7,1,0,0
5884.99,721,7757.89,783,NA,NA,2706.61,616,5275.65,677,3785.94,497,"Wednesday",3,1,2018,2018-01-03,8.162260749,9.907905492,NA,4.393847403,7.792688331,7.617585513,0,0,1,1,0,0,0,0,"",5,1,0,0
6472.63,725,8687.78,814,NA,NA,2554.5,552,6118.53,739,4216.88,529,"Thursday",4,1,2018,2018-01-04,8.927765517,10.6729484,NA,4.627717391,8.27947226,7.971417769,0,0,1,1,0,0,0,0,"",7,1,0,0
7648.11,878,11041.07,1067,NA,NA,2895.44,612,7006.35,825,5231.98,677,"Friday",5,1,2018,2018-01-05,8.710831435,10.34776945,NA,4.731111111,8.492545455,7.728183161,0,1,1,1,0,0,0,0,"",4,1,0,0
11340.1,1302,12899.37,1162,NA,NA,2894.71,586,7693.4,907,4656.86,582,"Saturday",6,1,2018,2018-01-06,8.709754224,11.10100688,NA,4.939778157,8.482249173,8.001477663,1,1,1,1,0,0,0,0,"precipitazioni",6,0,1,0
8494.54,890,10769.31,927,NA,NA,2469.75,524,7458.06,731,5485.86,580,"Sunday",7,1,2018,2018-01-07,9.544426966,11.61737864,NA,4.713263359,10.20254446,9.45837931,1,0,1,1,0,0,0,0,"precipitazioni",7,0,1,0
3467.94,446,6499.42,672,NA,NA,2680.04,626,4157.7,518,3122.16,430,"Monday",8,1,2018,2018-01-08,7.775650224,9.671755952,NA,4.281214058,8.026447876,7.260837209,0,0,0,1,0,0,0,0,"",10,1,0,0
3887.98,494,6583.85,707,NA,NA,2765.7,623,4462.97,588,4277.33,517,"Tuesday",9,1,2018,2018-01-09,7.870404858,9.312376238,NA,4.439325843,7.590085034,8.273365571,0,0,0,1,0,0,0,0,"nebbia ",8,0,0,1
4008.03,520,7274.56,700,NA,NA,2746.45,648,4772.19,620,4108.57,585,"Wednesday",10,1,2018,2018-01-10,7.70775,10.39222857,NA,4.238348765,7.697080645,7.023196581,0,0,0,1,0,0,0,0,"",7,1,0,0
4129.93,490,7173.31,716,NA,NA,2562.93,588,5250.48,665,4638.22,632,"Thursday",11,1,2018,2018-01-11,8.428428571,10.01858939,NA,4.35872449,7.895458647,7.338955696,0,0,0,1,0,0,0,0,"precipitazioni",6,0,1,0
6342.45,735,12082.39,1225,NA,NA,3257.31,711,7697.01,923,7166.6,924,"Friday",12,1,2018,2018-01-12,8.629183673,9.86317551,NA,4.581308017,8.339122427,7.756060606,0,0,0,1,0,0,0,0,"",7,1,0,0
12433.69,1417,14752.73,1358,NA,NA,4173.5,769,10011.15,1084,7288.65,856,"Saturday",13,1,2018,2018-01-13,8.774657728,10.86357143,NA,5.427178153,9.235378229,8.514778037,1,0,1,1,0,0,0,1,"",5,1,0,0
8612.8,922,11154.75,952,NA,NA,2975.06,557,6799.87,754,4662.33,531,"Sunday",14,1,2018,2018-01-14,9.34143167,11.71717437,NA,5.341220826,9.018395225,8.780282486,1,0,1,1,0,0,0,0,"nebbia ",2,0,0,1
3644.1,485,6850.76,755,NA,NA,3138.36,686,4567.89,619,4112.8,508,"Monday",15,1,2018,2018-01-15,7.513608247,9.073854305,NA,4.574868805,7.379466882,8.096062992,0,0,0,1,0,0,0,0,"",3,1,0,0
4192.05,498,7202.74,722,NA,NA,3007.66,692,4924.94,639,3996.11,558,"Tuesday",16,1,2018,2018-01-16,8.417771084,9.976094183,NA,4.34632948,7.707261346,7.161487455,0,0,0,1,0,0,0,0,"",4,1,0,0
