"Vendite_1","Scontrini_1","Vendite_2","Scontrini_2","Vendite_3","Scontrini_3","Vendite_4","Scontrini_4","Vendite_5","Scontrini_5","Vendite_6","Scontrini_6","Giorno","day","month","year","newdate","Scontrino_medio_1","Scontrino_medio_2","Scontrino_medio_3","Scontrino_medio_4","Scontrino_medio_5","Scontrino_medio_6","weekend","matches","Vacanze","INVERNO","PRIMAVERA","ESTATE","AUTUNNO","Eventi.televisivi","FENOMENI","temp_media","sole","precipitazioni","nebbia"
7047.42,822,10987.47,1122,NA,NA,3205.59,646,8047.62,979,5267,783,"Friday",31,8,2018,2018-08-31,8.57350365,9.792754011,NA,4.962213622,8.220245148,6.726692209,0,1,1,0,0,1,0,0,"precipitazioni",21,0,1,0
11002.76,1288,12913.53,1246,NA,NA,3731.24,815,10249.33,1171,6017.38,786,"Saturday",1,9,2018,2018-09-01,8.542515528,10.36398876,NA,4.578208589,8.752630231,7.655699746,1,1,1,0,0,1,0,0,"",19,1,0,0
9468.3,1076,10732.56,979,NA,NA,3250.56,615,8194.38,984,5042.8,674,"Sunday",2,9,2018,2018-09-02,8.799535316,10.96277835,NA,5.285463415,8.327621951,7.48189911,1,1,1,0,0,1,0,0,"precipitazioni",18,0,1,0
5438.3,663,7936.88,788,NA,NA,3422.08,734,5960.49,820,5224.28,715,"Monday",3,9,2018,2018-09-03,8.202564103,10.07218274,NA,4.662234332,7.268890244,7.306685315,0,0,1,0,0,1,0,0,"precipitazioni",21,0,1,0
5511.67,654,7982.76,797,NA,NA,3439.59,764,5579.48,748,4395.17,652,"Tuesday",4,9,2018,2018-09-04,8.427629969,10.01601004,NA,4.502081152,7.459197861,6.741058282,0,0,1,0,0,1,0,0,"",22,1,0,0
5161.12,640,7391.43,764,NA,NA,3434.09,750,5648.39,769,5445.16,840,"Wednesday",5,9,2018,2018-09-05,8.06425,9.674646597,NA,4.578786667,7.345110533,6.482333333,0,0,1,0,0,1,0,0,"",24,1,0,0
5544.57,662,8241.01,832,NA,NA,3487.31,747,5908.62,754,3096.04,445,"Thursday",6,9,2018,2018-09-06,8.375483384,9.905060096,NA,4.668420348,7.836366048,6.957393258,0,0,1,0,0,1,0,0,"precipitazioni",23,0,1,0
7398.81,906,9229.23,977,NA,NA,3322.33,719,7735.56,912,5563.57,796,"Friday",7,9,2018,2018-09-07,8.166456954,9.446499488,NA,4.620764951,8.481973684,6.989409548,0,0,1,0,0,1,0,0,"",23,1,0,0
9459.82,1109,11962.2,1194,NA,NA,3427.11,803,9375.13,1076,6232.13,832,"Saturday",8,9,2018,2018-09-08,8.530045086,10.01859296,NA,4.267882939,8.712946097,7.490540865,1,0,1,0,0,1,0,0,"",24,1,0,0
7289.2,888,9301.25,868,NA,NA,3061.86,657,8146.4,932,5188.42,672,"Sunday",9,9,2018,2018-09-09,8.208558559,10.71572581,NA,4.660365297,8.740772532,7.720863095,1,0,1,0,0,1,0,0,"",25,1,0,0
5406.64,635,8451.21,864,NA,NA,3238.02,746,6523.24,795,6303.84,933,"Monday",10,9,2018,2018-09-10,8.514393701,9.781493056,NA,4.340509383,8.205333333,6.756527331,0,0,1,0,0,1,0,0,"",25,1,0,0
4857.34,601,8348.98,867,NA,NA,3780.97,797,6448.96,817,5266.49,782,"Tuesday",11,9,2018,2018-09-11,8.082096506,9.629734717,NA,4.744002509,7.893463892,6.734641944,0,0,1,0,0,1,0,0,"",26,1,0,0
5384.57,625,8123.67,862,NA,NA,3575.93,793,6192.53,823,7188.44,974,"Wednesday",12,9,2018,2018-09-12,8.615312,9.424211137,NA,4.509369483,7.524337789,7.380328542,0,0,1,0,0,1,0,0,"",26,1,0,0
4490.4,581,8760.26,904,NA,NA,4038.9,860,5558.47,788,5437.75,762,"Thursday",13,9,2018,2018-09-13,7.728743546,9.690553097,NA,4.696395349,7.053895939,7.136154856,0,0,1,0,0,1,0,0,"",25,1,0,0
6601.11,817,11522.89,1176,NA,NA,4492.6,874,7657.88,946,6661.43,981,"Friday",14,9,2018,2018-09-14,8.079694002,9.79837585,NA,5.1402746,8.095010571,6.790448522,0,0,1,0,0,1,0,0,"",25,1,0,0
10498.32,1329,13086.94,1238,NA,NA,4137.26,849,9301.28,1067,7105.74,961,"Saturday",15,9,2018,2018-09-15,7.899413093,10.57103393,NA,4.873097762,8.717225867,7.394110302,1,1,1,0,0,1,0,0,"",24,1,0,0
7651.89,843,10660.24,986,NA,NA,3726.79,702,7524.42,955,5192.62,693,"Sunday",16,9,2018,2018-09-16,9.076975089,10.81160243,NA,5.308817664,7.878973822,7.492958153,1,1,1,0,0,1,0,0,"precipitazioni",24,0,1,0
3997.83,527,9117.12,882,NA,NA,3950.52,857,5551.06,734,4644.04,683,"Monday",17,9,2018,2018-09-17,7.58601518,10.33687075,NA,4.609708285,7.562752044,6.799472914,0,1,0,0,0,1,0,0,"precipitazioni",22,0,1,0
4382.14,573,7492.5,780,NA,NA,3502.09,769,5186.36,686,4720.46,718,"Tuesday",18,9,2018,2018-09-18,7.647713787,9.605769231,NA,4.554083225,7.560291545,6.574456825,0,1,0,0,0,1,0,0,"",23,1,0,0
4545.87,556,7316.63,770,NA,NA,3729.13,824,5318.45,706,5398,770,"Wednesday",19,9,2018,2018-09-19,8.17602518,9.502116883,NA,4.525643204,7.533215297,7.01038961,0,1,0,0,0,1,0,0,"",24,1,0,0
5310.17,722,8377.78,966,NA,NA,3961.35,902,6155.96,939,6492.19,1092,"Thursday",20,9,2018,2018-09-20,7.354806094,8.672650104,NA,4.391740576,6.555867945,5.945228938,0,0,0,0,0,1,0,0,"",25,1,0,0
6338.36,788,10458.84,1091,NA,NA,4359.62,933,8290.86,1085,5897.79,921,"Friday",21,9,2018,2018-09-21,8.043604061,9.586471127,NA,4.672690247,7.641345622,6.403680782,0,1,0,0,0,1,0,0,"",25,1,0,0
9718.48,1188,13035.2,1233,NA,NA,4489.64,882,9724.23,1150,6708.36,932,"Saturday",22,9,2018,2018-09-22,8.180538721,10.57193836,NA,5.090294785,8.455852174,7.197811159,1,1,1,0,0,1,0,0,"",25,1,0,0
9163.32,1019,10823.31,1040,NA,NA,3513.62,694,7496.95,941,4540.09,615,"Sunday",23,9,2018,2018-09-23,8.992463199,10.40702885,NA,5.062853026,7.967003188,7.382260163,1,1,1,0,0,0,1,0,"",24,1,0,0
3134.57,465,6564.27,714,NA,NA,3373.69,843,5419.22,763,3703.1,648,"Monday",24,9,2018,2018-09-24,6.741010753,9.193655462,NA,4.002004745,7.102516383,5.714660494,0,0,0,0,0,0,1,0,"",25,1,0,0
3856.37,504,6712.79,718,NA,NA,3488.64,895,4865.09,772,4084.09,747,"Tuesday",25,9,2018,2018-09-25,7.651527778,9.349289694,NA,3.897921788,6.301930052,5.467322624,0,1,0,0,0,0,1,0,"",18,1,0,0
3291.79,473,7856.72,856,NA,NA,3302.96,859,5361.86,758,4272.54,747,"Wednesday",26,9,2018,2018-09-26,6.959386892,9.178411215,NA,3.845122235,7.073693931,5.719598394,0,1,0,0,0,0,1,0,"",15,1,0,0
3447.94,497,7428.48,793,NA,NA,3181.28,865,5248.81,808,4497.67,753,"Thursday",27,9,2018,2018-09-27,6.93750503,9.367566204,NA,3.677780347,6.49605198,5.973001328,0,1,0,0,0,0,1,0,"",17,1,0,0
6218.81,843,10824.43,1130,NA,NA,4365.44,1019,7905.24,1098,6385.41,1006,"Friday",28,9,2018,2018-09-28,7.376998814,9.579141593,NA,4.28404318,7.199672131,6.347326044,0,0,0,0,0,0,1,0,"",20,1,0,0
10134.52,1243,13507.11,1334,NA,NA,4398.09,973,9721.73,1278,5877.9,930,"Saturday",29,9,2018,2018-09-29,8.153274336,10.12526987,NA,4.520133607,7.60698748,6.320322581,1,1,1,0,0,0,1,0,"",21,1,0,0
7433.45,934,10151.15,951,NA,NA,3531,817,8011.04,967,4715.34,732,"Sunday",30,9,2018,2018-09-30,7.95872591,10.67418507,NA,4.321909425,8.28442606,6.441721311,1,1,1,0,0,0,1,0,"",17,1,0,0
3411.98,449,6670.9,688,NA,NA,3319.16,771,5247.63,720,3464,557,"Monday",1,10,2018,2018-10-01,7.599064588,9.696075581,NA,4.305006485,7.288375,6.219030521,0,1,0,0,0,0,1,0,"precipitazioni",13,0,1,0
3655.42,490,6963.89,717,NA,NA,3464.91,834,4669.78,686,3989.86,621,"Tuesday",2,10,2018,2018-10-02,7.460040816,9.712538354,NA,4.154568345,6.807259475,6.42489533,0,1,0,0,0,0,1,0,"",16,1,0,0
3232.97,457,7694.18,756,NA,NA,3483.3,831,5520.68,738,3666.39,621,"Wednesday",3,10,2018,2018-10-03,7.074332604,10.17748677,NA,4.191696751,7.480596206,5.904009662,0,1,0,0,0,0,1,0,"",16,1,0,0
3292.07,433,7702,800,NA,NA,3438.99,773,5418.77,725,4243.78,657,"Thursday",4,10,2018,2018-10-04,7.602933025,9.6275,NA,4.448887451,7.474165517,6.459330289,0,0,0,0,0,0,1,0,"",18,1,0,0
6061.26,780,10869.65,1132,NA,NA,4114.17,862,7901.84,1010,5994.44,873,"Friday",5,10,2018,2018-10-05,7.770846154,9.602164311,NA,4.772819026,7.82360396,6.866483391,0,1,0,0,0,0,1,0,"",17,1,0,0
10301.24,1264,12973.32,1261,NA,NA,4086.48,896,9362.28,1116,7225.68,944,"Saturday",6,10,2018,2018-10-06,8.14971519,10.28812054,NA,4.560803571,8.389139785,7.654322034,1,1,1,0,0,0,1,0,"precipitazioni",15,0,1,0
7958.09,911,10376.25,965,NA,NA,3217.86,629,7491.95,876,4199.4,581,"Sunday",7,10,2018,2018-10-07,8.735554336,10.75259067,NA,5.115834658,8.552454338,7.22788296,1,1,1,0,0,0,1,0,"",18,1,0,0
3117.16,420,6780.94,723,NA,NA,3269.22,776,4748.04,689,4572.82,654,"Monday",8,10,2018,2018-10-08,7.421809524,9.378893499,NA,4.212912371,6.891204644,6.992079511,0,0,0,0,0,0,1,0,"",19,1,0,0
2833.49,411,7008.58,746,NA,NA,3174.18,775,4722.86,645,3777.6,580,"Tuesday",9,10,2018,2018-10-09,6.894136253,9.394879357,NA,4.095716129,7.322263566,6.513103448,0,0,0,0,0,0,1,0,"",20,1,0,0
3772.73,485,7651.16,772,NA,NA,3145.36,736,5077.2,696,4082.9,580,"Wednesday",10,10,2018,2018-10-10,7.778824742,9.910829016,NA,4.273586957,7.294827586,7.039482759,0,0,0,0,0,0,1,0,"",19,1,0,0
3923.09,486,7565.01,770,NA,NA,3429.72,783,6036.18,792,3761.98,543,"Thursday",11,10,2018,2018-10-11,8.072201646,9.824688312,NA,4.380229885,7.621439394,6.928139963,0,0,0,0,0,0,1,0,"precipitazioni",16,0,1,0
6234.45,781,11781.05,1187,NA,NA,4711.34,953,7575.53,1001,6296.04,865,"Friday",12,10,2018,2018-10-12,7.982650448,9.925063184,NA,4.943693599,7.567962038,7.27865896,0,0,0,0,0,0,1,0,"",19,1,0,0
10064.4,1234,14860.22,1354,NA,NA,4287.04,920,10093.46,1211,6296.61,866,"Saturday",13,10,2018,2018-10-13,8.155915721,10.9750517,NA,4.659826087,8.334814203,7.27091224,1,0,1,0,0,0,1,0,"",18,1,0,0
7996.11,921,11135.41,951,NA,NA,3328.94,650,8025.68,930,4529.39,569,"Sunday",14,10,2018,2018-10-14,8.681986971,11.70915878,NA,5.121446154,8.629763441,7.96026362,1,0,1,0,0,0,1,0,"",17,1,0,0
3396.36,442,6960.93,720,NA,NA,3626.73,837,5052.43,674,3516.4,535,"Monday",15,10,2018,2018-10-15,7.684072398,9.667958333,NA,4.333010753,7.496186944,6.57271028,0,0,0,0,0,0,1,0,"",16,1,0,0
2963.91,407,6908.9,736,NA,NA,3210.72,743,5135.51,715,3872.83,598,"Tuesday",16,10,2018,2018-10-16,7.282334152,9.387092391,NA,4.321292059,7.182531469,6.476304348,0,0,0,0,0,0,1,0,"",16,1,0,0
3251.35,474,7916.16,806,NA,NA,3434.29,800,4983.81,687,4032.31,571,"Wednesday",17,10,2018,2018-10-17,6.859388186,9.821538462,NA,4.2928625,7.254454148,7.061838879,0,0,0,0,0,0,1,0,"precipitazioni",17,0,1,0
3147.53,434,7520.89,770,NA,NA,3283.02,758,5744.68,750,4505.06,654,"Thursday",18,10,2018,2018-10-18,7.252373272,9.76738961,NA,4.33116095,7.659573333,6.888470948,0,0,0,0,0,0,1,0,"",19,1,0,0
6219.74,779,11291.22,1169,NA,NA,3845.86,814,7879.87,991,6194.72,899,"Friday",19,10,2018,2018-10-19,7.984261874,9.65887083,NA,4.724643735,7.951432896,6.890678532,0,0,0,0,0,0,1,0,"",19,1,0,0
10432.02,1306,14240.79,1363,NA,NA,4516.62,889,10203.17,1221,6222.76,858,"Saturday",20,10,2018,2018-10-20,7.987764165,10.44812179,NA,5.08056243,8.356404586,7.252634033,1,1,1,0,0,0,1,0,"",18,1,0,0
7378.48,896,11308.14,993,NA,NA,3612.65,671,7338.6,859,4108.06,542,"Sunday",21,10,2018,2018-10-21,8.234910714,11.38785498,NA,5.383979136,8.543189756,7.579446494,1,1,1,0,0,0,1,0,"",16,1,0,0
3391.27,430,6742.11,718,NA,NA,3131.22,750,5034.32,679,3240.86,508,"Monday",22,10,2018,2018-10-22,7.886674419,9.390125348,NA,4.17496,7.414315169,6.379645669,0,1,0,0,0,0,1,0,"",13,1,0,0
2852.93,417,7220.01,778,NA,NA,3005.2,737,5589.16,706,3663.6,526,"Tuesday",23,10,2018,2018-10-23,6.841558753,9.280218509,NA,4.07761194,7.916657224,6.965019011,0,1,0,0,0,0,1,0,"",14,1,0,0
3546.94,471,7642.56,761,NA,NA,3486.45,782,5156.66,724,5430.23,771,"Wednesday",24,10,2018,2018-10-24,7.530658174,10.04278581,NA,4.458375959,7.122458564,7.04309987,0,1,0,0,0,0,1,0,"",22,1,0,0
3248.19,434,7280.46,734,NA,NA,3055.04,693,5757.41,771,4228.92,645,"Thursday",25,10,2018,2018-10-25,7.484308756,9.918882834,NA,4.408427128,7.467457847,6.556465116,0,0,0,0,0,0,1,0,"",16,1,0,0
5543.23,663,10884.97,1132,NA,NA,3514.29,765,7399.83,973,6502.81,935,"Friday",26,10,2018,2018-10-26,8.360829563,9.61569788,NA,4.593843137,7.605169579,6.954877005,0,0,0,0,0,0,1,0,"",15,1,0,0
10044.22,1247,12955.02,1262,NA,NA,3509.42,752,9355.44,1129,5840,773,"Saturday",27,10,2018,2018-10-27,8.054707298,10.26546751,NA,4.666781915,8.286483614,7.554980595,1,1,1,0,0,0,1,0,"precipitazioni",13,0,1,0
8827.94,1106,9778.03,906,NA,NA,2966.44,596,8109.04,941,5162.31,636,"Sunday",28,10,2018,2018-10-28,7.981862568,10.79252759,NA,4.977248322,8.617470776,8.116839623,1,1,1,0,0,0,1,0,"precipitazioni",15,0,1,0
2474.46,345,6222.72,634,NA,NA,2783.65,704,4704.98,617,3403.63,497,"Monday",29,10,2018,2018-10-29,7.172347826,9.815015773,NA,3.954048295,7.625575365,6.848350101,0,1,0,0,0,0,1,0,"precipitazioni",14,0,1,0
3519.6,453,6940.54,708,NA,NA,3217.95,757,5413.47,694,3997.65,596,"Tuesday",30,10,2018,2018-10-30,7.769536424,9.803022599,NA,4.250924703,7.800389049,6.707466443,0,0,0,0,0,0,1,0,"",13,1,0,0
8325.16,1010,11661.93,1121,NA,NA,4390.58,894,9113.04,1168,7010.02,867,"Wednesday",31,10,2018,2018-10-31,8.242732673,10.40314897,NA,4.911163311,7.802260274,8.085374856,0,1,0,0,0,0,1,0,"precipitazioni",11,0,1,0
8597.04,960,11547.96,1050,NA,NA,3162.62,623,7121.61,819,5136.32,668,"Thursday",1,11,2018,2018-11-01,8.95525,10.99805714,NA,5.076436597,8.695494505,7.689101796,0,0,1,0,0,0,1,0,"precipitazioni",13,0,1,0
7391.63,870,10878.37,1103,NA,NA,3509.92,690,8444.39,1027,5114.1,731,"Friday",2,11,2018,2018-11-02,8.496126437,9.862529465,NA,5.08684058,8.222385589,6.996032832,0,1,0,0,0,0,1,0,"precipitazioni",12,0,1,0
11154.13,1381,12737.22,1246,NA,NA,3418.92,787,9078.65,1065,5540.8,769,"Saturday",3,11,2018,2018-11-03,8.076850109,10.22248796,NA,4.344243964,8.524553991,7.20520156,1,1,1,0,0,0,1,0,"nebbia ",14,0,0,1
8588.4,983,10458.15,954,NA,NA,3756.85,711,6885.34,837,4823.57,646,"Sunday",4,11,2018,2018-11-04,8.736927772,10.96242138,NA,5.283895921,8.226212664,7.466826625,1,1,1,0,0,0,1,0,"precipitazioni",15,0,1,0
2919.74,387,6398.51,643,NA,NA,3310.43,801,4479.41,596,3478.62,555,"Monday",5,11,2018,2018-11-05,7.544547804,9.951026439,NA,4.132871411,7.515788591,6.267783784,0,0,0,0,0,0,1,0,"precipitazioni",16,0,1,0
3031.32,383,7243.64,720,NA,NA,2749.75,691,5016.66,625,3780.49,540,"Tuesday",6,11,2018,2018-11-06,7.914673629,10.06061111,NA,3.979377713,8.026656,7.000907407,0,1,0,0,0,0,1,0,"",16,1,0,0
3550.98,423,7197.38,742,NA,NA,3144.55,748,4784.96,625,4831.68,640,"Wednesday",7,11,2018,2018-11-07,8.394751773,9.699973046,NA,4.20394385,7.655936,7.5495,0,1,0,0,0,0,1,0,"precipitazioni",15,0,1,0
3832.06,428,8407.87,837,NA,NA,3184.16,750,5016.67,672,4008.77,574,"Thursday",8,11,2018,2018-11-08,8.953411215,10.04524492,NA,4.245546667,7.465282738,6.983919861,0,0,0,0,0,0,1,0,"precipitazioni",15,0,1,0
5362.56,669,10938.59,1114,NA,NA,3894.77,835,8207,1066,6627.14,880,"Friday",9,11,2018,2018-11-09,8.015784753,9.819201077,NA,4.66439521,7.698874296,7.530840909,0,1,0,0,0,0,1,0,"precipitazioni",14,0,1,0
10044.85,1171,15111.1,1432,NA,NA,4355.28,894,9748.23,1189,5995.99,761,"Saturday",10,11,2018,2018-11-10,8.578010248,10.55244413,NA,4.871677852,8.198679563,7.879093298,1,1,1,0,0,0,1,0,"nebbia ",13,0,0,1
8163.7,903,11041.85,1011,NA,NA,3327.84,630,7850.01,908,4421.3,575,"Sunday",11,11,2018,2018-11-11,9.040642303,10.92171118,NA,5.282285714,8.645385463,7.689217391,1,1,1,0,0,0,1,0,"",13,1,0,0
3080.62,394,7136.66,737,NA,NA,3180.23,722,4618.05,620,3772.09,571,"Monday",12,11,2018,2018-11-12,7.818832487,9.68339213,NA,4.404750693,7.448467742,6.606112084,0,0,0,0,0,0,1,0,"",14,1,0,0
3043.98,425,8370.48,835,NA,NA,3049.25,730,4954.09,667,4472.7,610,"Tuesday",13,11,2018,2018-11-13,7.162305882,10.02452695,NA,4.177054795,7.427421289,7.332295082,0,0,0,0,0,0,1,0,"",15,1,0,0
3639.15,495,7753.39,816,NA,NA,3208.15,742,5428.99,699,4892.31,687,"Wednesday",14,11,2018,2018-11-14,7.351818182,9.501703431,NA,4.323652291,7.766795422,7.121266376,0,0,0,0,0,0,1,0,"",13,1,0,0
3651.08,467,7687.32,785,NA,NA,3364.4,762,5759.05,715,4547.56,605,"Thursday",15,11,2018,2018-11-15,7.818158458,9.792764331,NA,4.415223097,8.054615385,7.516628099,0,0,0,0,0,0,1,0,"",13,1,0,0
6702.27,775,12099.34,1170,NA,NA,4700.06,957,8636.85,1011,6186.38,812,"Friday",16,11,2018,2018-11-16,8.648090323,10.34131624,NA,4.911243469,8.542878338,7.618694581,0,0,0,0,0,0,1,0,"",11,1,0,0
10644.21,1239,14375.39,1336,NA,NA,4462.44,920,10195.55,1176,7034.47,881,"Saturday",17,11,2018,2018-11-17,8.590968523,10.76002246,NA,4.850478261,8.669685374,7.984642452,1,0,1,0,0,0,1,0,"",8,1,0,0
9039.46,1005,11318.14,927,NA,NA,3865.39,663,7749.97,915,4456.95,555,"Sunday",18,11,2018,2018-11-18,8.994487562,12.20942826,NA,5.83015083,8.469912568,8.030540541,1,0,1,0,0,0,1,0,"",6,1,0,0
3082.87,425,6658.21,710,NA,NA,3146.55,868,4947.46,695,3458.53,553,"Monday",19,11,2018,2018-11-19,7.253811765,9.377760563,NA,3.625057604,7.118647482,6.254122966,0,0,0,0,0,0,1,0,"precipitazioni",5,0,1,0
3705.85,470,7610.56,767,NA,NA,3382.93,838,5469.94,741,4111.63,649,"Tuesday",20,11,2018,2018-11-20,7.884787234,9.922503259,NA,4.036909308,7.381835358,6.335331279,0,0,0,0,0,0,1,0,"precipitazioni",5,0,1,0
3713.99,513,7463.91,789,NA,NA,3741.16,904,5270.2,754,4258.05,702,"Wednesday",21,11,2018,2018-11-21,7.239746589,9.459961977,NA,4.138451327,6.989655172,6.065598291,0,0,0,0,0,0,1,0,"",4,1,0,0
3508.52,527,8064.71,827,NA,NA,4234.96,903,5942.73,821,5155.7,771,"Thursday",22,11,2018,2018-11-22,6.657533207,9.751765417,NA,4.689878184,7.238404385,6.687029831,0,0,0,0,0,0,1,0,"",6,1,0,0
7524.35,911,11712.96,1122,NA,NA,4473.83,983,8271.15,1061,6570.24,1006,"Friday",23,11,2018,2018-11-23,8.259440176,10.43935829,NA,4.551200407,7.795617342,6.531053678,0,0,0,0,0,0,1,0,"precipitazioni",10,0,1,0
11177.21,1402,14672.09,1376,NA,NA,4820.43,1058,10787.78,1282,6660.53,949,"Saturday",24,11,2018,2018-11-24,7.972332382,10.6628561,NA,4.556172023,8.414804992,7.018472076,1,1,1,0,0,0,1,0,"precipitazioni",10,0,1,0
9374.52,1080,11955.63,1044,NA,NA,3683.7,760,8287.46,984,5047.97,710,"Sunday",25,11,2018,2018-11-25,8.680111111,11.45175287,NA,4.846973684,8.422215447,7.109816901,1,1,1,0,0,0,1,0,"",10,1,0,0
3393.42,457,6498.46,635,NA,NA,3088.89,766,4344.48,610,3383.53,515,"Monday",26,11,2018,2018-11-26,7.425426696,10.23379528,NA,4.032493473,7.122098361,6.569961165,0,1,0,0,0,0,1,0,"",11,1,0,0
3183.71,422,7189.03,735,NA,NA,3098.63,749,5280.05,689,3384.97,535,"Tuesday",27,11,2018,2018-11-27,7.544336493,9.780993197,NA,4.137022697,7.663352685,6.327046729,0,1,0,0,0,0,1,0,"precipitazioni",10,0,1,0
3373.34,447,7725.16,758,NA,NA,3319.85,736,5920.38,726,3698.44,543,"Wednesday",28,11,2018,2018-11-28,7.546621924,10.19150396,NA,4.510665761,8.154793388,6.811123389,0,1,0,0,0,0,1,0,"",7,1,0,0
3530.83,442,7723.26,749,NA,NA,3462.85,784,5389.67,670,4461.74,654,"Thursday",29,11,2018,2018-11-29,7.988303167,10.31142857,NA,4.41690051,8.044283582,6.822232416,0,0,0,0,0,0,1,0,"",3,1,0,0
6109.88,750,11404.3,1158,NA,NA,3717.47,838,8482.82,1018,7093.92,974,"Friday",30,11,2018,2018-11-30,8.146506667,9.848272884,NA,4.436121718,8.332829077,7.283285421,0,0,0,0,0,0,1,0,"nebbia ",4,0,0,1
12529.94,1616,15380.97,1538,NA,NA,4844.5,1024,10629.48,1303,7595.52,1138,"Saturday",1,12,2018,2018-12-01,7.753675743,10.00063069,NA,4.730957031,8.157697621,6.674446397,1,1,1,0,0,0,1,0,"",4,1,0,0
9514.84,1013,11316.75,984,NA,NA,3380.45,676,8209.62,934,4731.79,614,"Sunday",2,12,2018,2018-12-02,9.392734452,11.5007622,NA,5.00066568,8.789743041,7.706498371,1,1,1,0,0,0,1,0,"",4,1,0,0
3899.27,516,6734.97,729,NA,NA,3648.86,811,4628.74,626,4495.85,663,"Monday",3,12,2018,2018-12-03,7.556724806,9.238641975,NA,4.499210851,7.394153355,6.78107089,0,1,0,0,0,0,1,0,"",8,1,0,0
3560.82,463,7323.5,821,NA,NA,3153.29,791,5141.42,697,4435.28,688,"Tuesday",4,12,2018,2018-12-04,7.69075594,8.920219245,NA,3.986460177,7.376499283,6.446627907,0,0,0,0,0,0,1,0,"",7,1,0,0
4103.14,510,8513.56,858,NA,NA,3695.82,765,5820.13,772,5226.47,725,"Wednesday",5,12,2018,2018-12-05,8.045372549,9.922564103,NA,4.831137255,7.539028497,7.208924138,0,0,0,0,0,0,1,0,"",7,1,0,0
3902.9,567,9189.58,1020,NA,NA,3217.7,805,5596.38,755,4806.33,803,"Thursday",6,12,2018,2018-12-06,6.883421517,9.009392157,NA,3.997142857,7.412423841,5.985466999,0,0,0,0,0,0,1,0,"precipitazioni",8,0,1,0
6677.34,829,12131.85,1240,NA,NA,4609.79,985,7660.53,995,7099.96,1061,"Friday",7,12,2018,2018-12-07,8.0546924,9.78375,NA,4.679989848,7.699025126,6.691762488,0,1,0,0,0,0,1,0,"",6,1,0,0
11847.25,1452,13966.91,1295,NA,NA,4221.52,820,8679.64,1072,5594.53,795,"Saturday",8,12,2018,2018-12-08,8.159263085,10.78525869,NA,5.148195122,8.096679104,7.037144654,1,1,1,0,0,0,1,0,"",13,1,0,0
8899.4,1016,11427.02,993,NA,NA,3606.39,615,7645.81,813,4919.64,640,"Sunday",9,12,2018,2018-12-09,8.759251969,11.50757301,NA,5.86404878,9.404440344,7.6869375,1,1,1,0,0,0,1,0,"",7,1,0,0
3890.35,518,8079.91,852,NA,NA,3656.76,845,4121.21,559,4503.67,731,"Monday",10,12,2018,2018-12-10,7.510328185,9.483462441,NA,4.327526627,7.372468694,6.160971272,0,0,0,0,0,0,1,0,"",NA,1,0,0
4457.44,528,7321.74,756,NA,NA,3465.42,780,5580.49,697,5112.14,687,"Tuesday",11,12,2018,2018-12-11,8.442121212,9.68484127,NA,4.442846154,8.006441894,7.44125182,0,1,0,0,0,0,1,0,"",11,1,0,0
4874.53,613,7900.31,833,NA,NA,3889.22,899,5609.5,737,5517.41,891,"Wednesday",12,12,2018,2018-12-12,7.951924959,9.484165666,NA,4.326162403,7.611261872,6.192379349,0,1,0,0,0,0,1,0,"",NA,1,0,0
4259.87,514,8274.9,831,NA,NA,3301.26,786,5053.22,688,4691.45,690,"Thursday",13,12,2018,2018-12-13,8.287684825,9.957761733,NA,4.200076336,7.344796512,6.799202899,0,0,0,0,0,0,1,0,"",NA,1,0,0
6461.89,788,11087.08,1152,NA,NA,4420.14,956,8573.13,1068,6842.31,959,"Friday",14,12,2018,2018-12-14,8.20036802,9.624201389,NA,4.623577406,8.027275281,7.134838373,0,0,0,0,0,0,1,0,"",NA,1,0,0
12826.12,1475,15209.22,1381,NA,NA,5114.92,980,9225.53,1101,7745.06,954,"Saturday",15,12,2018,2018-12-15,8.695674576,11.01319334,NA,5.219306122,8.379227975,8.11851153,1,1,1,0,0,0,1,0,"",NA,1,0,0
9954.35,1081,10845.6,927,NA,NA,3480.74,648,8210.84,941,4638.41,591,"Sunday",16,12,2018,2018-12-16,9.208464385,11.69967638,NA,5.371512346,8.72565356,7.848409475,1,1,1,0,0,0,1,0,"",NA,1,0,0
4377.52,578,7788.77,784,NA,NA,5276.66,1019,5101.97,651,4848.45,718,"Monday",17,12,2018,2018-12-17,7.573564014,9.934655612,NA,5.178272816,7.837127496,6.752715877,0,1,0,0,0,0,1,0,"",2,1,0,0
4803,594,7920.47,828,NA,NA,5465.28,1051,6009.27,785,6245.72,866,"Tuesday",18,12,2018,2018-12-18,8.085858586,9.565785024,NA,5.200076118,7.655121019,7.212147806,0,1,0,0,0,0,1,0,"nebbia ",-2,0,0,1
4539.7,605,8565.58,871,NA,NA,3430.06,761,6036.6,742,4697.96,686,"Wednesday",19,12,2018,2018-12-19,7.503636364,9.834190586,NA,4.507306176,8.135579515,6.848338192,0,0,0,0,0,0,1,0,"precipitazioni",2,0,1,0
6010.2,782,9778.73,1001,NA,NA,3876.46,912,7356.02,945,6424.07,968,"Thursday",20,12,2018,2018-12-20,7.685677749,9.768961039,NA,4.250504386,7.784148148,6.63643595,0,0,0,0,0,0,1,0,"",2,1,0,0
